company,date,time,language,liked,retweet,id,text
$SPX,2016-12-06,Tue Dec 06 05:09:45,en,26,27,806002669433126912,"The Dow is starting to outperform the S&amp;P 500 again. 

Here's 30 years of $DJIA vs. $SPX on one chart: https://t.co/ur3ufempIs"
$SPX,2016-12-06,Mon Nov 28 15:19:01,en,60,48,803256892533407750,"S&amp;P 500: 

With 97% of companies reported, operating EPS up 14% YoY. First positive quarter since Q3 2014.

$SPX https://t.co/q8FWsEcK63"
$SPX,2016-12-06,Mon Dec 05 01:03:16,en,30,27,805578248944021504,The stock market rally may be turning into a bubble: https://t.co/PgUQs8mwjq (it already was) $SPY $QQQ $SPX $DIA https://t.co/bjzLQspe3Z
$SPX,2016-12-06,Tue Dec 06 23:58:30,en,1,0,806286727702867968,"$SPX returns in year after $VIX has close below 12 in Dec:
2015 -0.7%
2007 3.5%
2006 13%
2005 3%
1996 20%
1995 34%
1994 -1.5%
1993 7.1%"
$SPX,2016-12-06,Tue Dec 06 23:56:10,en,1,0,806286138692485121,#sectorbreadth [80] $XLE &gt; [70] $XLF &gt; $XLB &gt; [60] $XLI &gt; [50] $XLY &gt; [40] $XLK &gt; $XLU &gt; [30] $XLP &gt; $XLV. $SPX bullishness up to 57%
$SPX,2016-12-06,Tue Dec 06 23:54:39,und,1,0,806285757291888640,$spx  https://t.co/Aacz1KtwRd
$SPX,2016-12-06,Tue Dec 06 23:42:52,en,0,4,806282792627826688,RT @RedDogT3: Tonights free recap and look ahead $spx $qqq $iwm $xle $uso $xom $dis $nflx  https://t.co/33p3bMW5vk
$SPX,2016-12-06,Tue Dec 06 23:38:54,en,0,10,806281795754950659,"RT @TN: S&amp;P 500 seasonality suggests a short term correction before ""Santa Claus"" rally
$SPX $SPY

via @AriWald https://t.co/wuwUPW4H2z"
$SPX,2016-12-06,Tue Dec 06 23:38:35,en,0,2,806281713974472705,RT @TradersCom: US #Earnings To Watch Tomorrow Dec 7 2016 $BF.B $CBX $DOl $KFY $LB $SCWX $VRA $SPX $ES_F $SPY $QQQ https://t.co/Eqo7DNJILf
$SPX,2016-12-06,Tue Dec 06 23:38:34,en,0,2,806281711055147008,RT @KASDad: Have 2 laugh when #TWTR feed has some saying that they're seeing nothing but pessimism &amp; others saying that they c nothing but…
$SPX,2016-12-06,Tue Dec 06 23:34:04,en,0,0,806280576709906432,"@MarkNewtonCMT Or, with $SPX at upper graph... https://t.co/OcXYekNoaw / cc: @RedDogT3 @fundstrat @dashofinsight  Risk Off vs. Risk On."
$SPX,2016-12-06,Tue Dec 06 23:32:04,en,0,1,806280074337144832,RT @spxindex: Dow closes at record high; telecoms jump more than 1% https://t.co/5BB1BRbmvk $SPX
$SPX,2016-12-06,Tue Dec 06 23:30:15,en,0,1,806279617787138048,RT @a0c1c04e770a448: $AMD #AMD @AMD $SPX $AAPL $FB $GOOG @MadMoneyOnCNBC  @twitter  #technicalanalysis #stocks #Traders #NASDAQ  Look Jim C…
$SPX,2016-12-06,Tue Dec 06 23:28:43,en,0,1,806279230728204288,"RT @XATSUK: Our #equity #stocks #etf reports are free
$SPX $FTSE $DAX $HSI $Stoxx $EEM
What #HedgeFunds #broker see
https://t.co/4kLA10ZTjZ…"
$SPX,2016-12-06,Tue Dec 06 23:27:30,und,0,1,806278927140474880,"RT @361Capital: Down:
-0.7% $GDX
-0.6% $USO $FM
-0.4% $DBC $FXE
-0.2% $IGOV $XLU $SLV $FXY
-0.1% $GLD $XME $TLT
$SPX stocks:
$CMG -7%
$NKE…"
$SPX,2016-12-06,Tue Dec 06 23:23:36,en,0,4,806277945157423104,RT @RedDogT3: Tonights free recap and look ahead $spx $qqq $iwm $xle $uso $xom $dis $nflx  https://t.co/33p3bMW5vk
$SPX,2016-12-06,Tue Dec 06 23:21:03,en,0,1,806277303114178560,"RT @JPDesloges: SP500 Index ( #SPY #ETF ) :    At Critical Support ?  $SPY, $SPX #Trading #dxy #usdollar #SP500 #stocks #risk #vix https://…"
$SPX,2016-12-06,Tue Dec 06 23:19:31,en,0,0,806276916412039168,$ES_F $SPY $SPX $YM_F $DIA $DJIA $NQ_F $QQQ $NDX Watch NQ Wed for direction
$SPX,2016-12-06,Tue Dec 06 23:19:20,en,0,0,806276872036290560,Dow closes at all-time high for second straight session https://t.co/SBx56DdE8E $SPX
$SPX,2016-12-06,Tue Dec 06 23:19:20,en,0,0,806276870585065472,Dow closes at record high; telecoms jump more than 1% https://t.co/W21TCeIlZF $SPX
$SPX,2016-12-06,Tue Dec 06 23:19:20,en,0,0,806276869263917056,"Real Estate, Phone Shares Join Trump Rally as Dow Sets Record https://t.co/LGcmdQJwSv $SPX"
$SPX,2016-12-06,Tue Dec 06 23:19:19,en,0,0,806276867825213440,S&amp;P 500 Nears Record as ECB Meeting Looms; Oil Snaps OPEC Rally https://t.co/uKCtFZKDBH $SPX
$SPX,2016-12-06,Tue Dec 06 23:19:19,en,0,0,806276866504007680,"Banks, telecoms lead Wall Street up; another Dow record https://t.co/A3LUy33HAL $SPX"
$SPX,2016-12-06,Tue Dec 06 23:19:19,en,0,0,806276864696262660,"Wall Street rises, euro down ahead of ECB meeting https://t.co/8CRIJl61pP $SPX"
$SPX,2016-12-06,Tue Dec 06 23:18:26,en,2,1,806276645682298881,$AMD #AMD @AMD $SPX $AAPL $FB $GOOG @MadMoneyOnCNBC  @twitter  #technicalanalysis #stocks #Traders #NASDAQ  Look Ji… https://t.co/IXF4oteFXD
$SPX,2016-12-06,Tue Dec 06 23:17:40,en,1,1,806276450823405568,Dow closes at all-time high for second straight session https://t.co/KvX7bhMXqn $SPX
$SPX,2016-12-06,Tue Dec 06 23:17:21,en,0,1,806276370682839040,Dow closes at record high; telecoms jump more than 1% https://t.co/5BB1BRbmvk $SPX
$SPX,2016-12-06,Tue Dec 06 23:16:38,en,0,4,806276190235279360,RT @RedDogT3: Tonights free recap and look ahead $spx $qqq $iwm $xle $uso $xom $dis $nflx  https://t.co/33p3bMW5vk
$SPX,2016-12-06,Tue Dec 06 23:16:31,en,0,0,806276161814888448,"Real Estate, Phone Shares Join Trump Rally as Dow Sets Record https://t.co/WL09qA56sb $SPX"
$SPX,2016-12-06,Tue Dec 06 23:15:33,en,0,0,806275920478748674,S&amp;P 500 Nears Record as ECB Meeting Looms; Oil Snaps OPEC Rally https://t.co/mKBNjSXhvY $SPX
$SPX,2016-12-06,Tue Dec 06 23:14:50,en,0,2,806275739901370368,"RT @FsStocks: Major world indices:
$SPX: 2212.22
$FTSE: 6807.50
$DAX: 10831.55
$Nikkei: 18448.50
more at https://t.co/pC5YkcFgo8"
$SPX,2016-12-06,Tue Dec 06 23:14:39,en,0,0,806275690073128960,"Banks, telecoms lead Wall Street up; another Dow record https://t.co/FVX4eSgCt5 $SPX"
$SPX,2016-12-06,Tue Dec 06 23:14:34,en,0,2,806275672092147715,"RT @FsStocks: Major world indices:
$SPX: 2212.22
$FTSE: 6807.50
$DAX: 10831.55
$Nikkei: 18448.50
more at https://t.co/pC5YkcFgo8"
$SPX,2016-12-06,Tue Dec 06 23:14:22,en,0,0,806275621785661441,"Wall Street rises, euro down ahead of ECB meeting https://t.co/sBluIiJkud $SPX"
