company,date,time,language,liked,retweet,id,text
$SPX,2017-01-10,Fri Jan 06 21:14:20,en,146,121,817479435293261825,"The last time $SPX closed at an all-time high with more ⬇️than ⬆️stocks &amp; volume and &lt; 4% at 52-week highs was March 24, 2000."
$SPX,2017-01-10,Sun Jan 08 14:45:15,en,51,60,818106294901080065,"The trailing 12-month P/E ratio for $SPX is 20.7, above the 10-year average (16.1). https://t.co/608lhAy1Ex https://t.co/dvJVejYUxX"
$SPX,2017-01-10,Fri Jan 06 20:50:26,en,60,46,817473422305480706,"This would be the fewest new 52-week highs on a day the $SPX closed at ATH since May 2015, Sep/Nov 2014 and Mar 2000."
$SPX,2017-01-10,Tue Jan 10 23:59:38,en,0,0,818970587955601408,"$SPX High this week with maybe re- test for inauguration week ,.Beware.. RSI mucho bearish Divergence ,Big Picture ,new high 2017 for $AAPL"
$SPX,2017-01-10,Tue Jan 10 23:59:15,und,0,0,818970490085769216,$SPX $SPY https://t.co/7qqxoXyzIj
$SPX,2017-01-10,Tue Jan 10 23:57:54,en,0,1,818970152301694976,"RT @kiwitrader24: So because of fucked up wavering spread between $ES_F and $SPX, That exact same close on $SPX 1/9 &amp;1/10 is not true of $E…"
$SPX,2017-01-10,Tue Jan 10 23:57:54,en,0,2,818970151114641408,"RT @pat_hennessy: Given the $SPX short gamma/vega dynamic and huge OI at 2300, i like buying a 1/18 vs 1/20 C2300 calendar. Would benefit f…"
$SPX,2017-01-10,Tue Jan 10 23:57:08,en,0,0,818969957937643520,"Added a new parallel trendline to my ""busy"" version of $BKX daily, which it's above. Like $SPX, it's still holding… https://t.co/y4voXVZxj9"
$SPX,2017-01-10,Tue Jan 10 23:57:05,en,14,2,818969945203740680,"Almost like me saying momentum leaves $spx. Below the 8/21day. If it stays below, then 50/200 day. IF-we get &amp; stay… https://t.co/u6QpIQieCh"
$SPX,2017-01-10,Tue Jan 10 23:56:41,en,0,9,818969843810631680,"RT @CiovaccoCapital: How Does 2017 Compare To Historical Bubbles?

Tulips vs. Dot-Com vs. 2017
https://t.co/9APR9vfYbh

$SPX $SPY #Investin…"
$SPX,2017-01-10,Tue Jan 10 23:55:49,en,0,0,818969628454088704,"@RedDogT3 If I ""peel off"" my exposure to equities, won't I miss out on the Twitter-guaranteed 2300 $SPX and Dow 20k???"
