company,date,time,language,liked,retweet,id,text
$SPX,2016-10-14,Fri Oct 14 18:38:17,en,12,16,786999583356358656,The earnings growth rate for $SPX Financials for Q3 has increased to 3.4% today from 0.6% on September 30.… https://t.co/6TZi9oQALy
$SPX,2016-10-14,Sun Oct 09 16:07:07,en,33,17,785149604778082305,The Unyielding (pun intended) Calm Before the Storm $SPY $SPX $IWM $QQQ https://t.co/UmpiCgDUVc https://t.co/277yYy9HLl
$SPX,2016-10-14,Fri Oct 14 23:54:39,en,3,2,787079200393932800,US composite index weekly performance. $SPX $NDX $DJI $RUT https://t.co/DkLBNF5g7F
$SPX,2016-10-14,Fri Oct 14 23:52:07,en,0,2,787078561953943552,"RT @kiwitrader24: $SPX VIDEOS
Part 1 review of this week, what 2look4 next:
https://t.co/vE4PLZjyRM 
Part 2 explains 2125 remarks:
https://…"
$SPX,2016-10-14,Fri Oct 14 23:51:33,en,4,0,787078422157750272,S&amp;P 500 waiting for the end of correction https://t.co/ajdcVLV1hf $SPX
$SPX,2016-10-14,Fri Oct 14 23:51:07,en,1,0,787078311331688448,"$SPX After 4 months of staying net long $SPX futures, #Hedgefunds switched to net short. Cash ↓ 1%, but sti... https://t.co/0dr5TjKmdh"
$SPX,2016-10-14,Fri Oct 14 23:48:37,en,0,0,787077682957811714,"^GSPC SPDR $SPX 500, 2132 flat, looking at ~~ &gt; 2084 ~~ &gt; 2004 floor."
$SPX,2016-10-14,Fri Oct 14 23:47:28,en,0,0,787077391818588165,$SPX $SPX Tailed off our highlighted 20/50 EMA's after a test this morning which remains our 1st Resistance... https://t.co/A8EriyR4Eq
$SPX,2016-10-14,Fri Oct 14 23:44:04,en,0,1,787076538437103616,RT @BlackBoxTrading: https://t.co/5Lw6biCSGi Wells Fargo vows to fight for return of Ohio business  $SPY $SPX $GLD $FXE
$SPX,2016-10-14,Fri Oct 14 23:44:02,en,7,2,787076528546861057,"$SPX VIDEOS
Part 1 review of this week, what 2look4 next:
https://t.co/vE4PLZjyRM 
Part 2 explains 2125 remarks:… https://t.co/FE4Gop7adR"
$SPX,2016-10-14,Fri Oct 14 23:39:04,en,0,0,787075278606589952,"#SP500 And #Nasdaq100 Forecast - October 14, 2016 $NDX $SPX https://t.co/90faKWbd8R"
$SPX,2016-10-14,Fri Oct 14 23:37:10,en,0,1,787074801336811520,RT @tradewithmojo: Symmetrical Triangle - KING KONG -- $100 POINT SWING setup UP or DOWN ... baby baby $SPX $SPY $UVXY $XIV
$SPX,2016-10-14,Fri Oct 14 23:36:39,en,0,0,787074669643915265,"$SPX VIDEOS
Part 1 review of this week, what 2look4 next:
https://t.co/vE4PLZjyRM
Part 2 explains 2125 remarks:
https://t.co/VBIJL2vQDY"
$SPX,2016-10-14,Fri Oct 14 23:32:54,en,1,2,787073727909552128,"$SPX WKLY 2nd throwback on an old resistance, the candle of the week is above a Cloud's twist  #Ichimoku Kijun supp… https://t.co/pfzSmcdpJl"
$SPX,2016-10-14,Fri Oct 14 23:25:01,en,0,2,787071743303245825,RT @SleemStockPicks: Learn how to analyze a candlestick stock chart: https://t.co/1vTHZgIOJa #daytrade #stocks #stocktrading $SPY $SPX $VXX…
$SPX,2016-10-14,Fri Oct 14 23:18:59,es,0,1,787070226391269376,RT @facuescamoso: #Mercados: Interesante Infografía! Como se comporta el $SPX S&amp;P500 en años electorales Vía:@fisherinvest→ https://t.co/ag…
$SPX,2016-10-14,Fri Oct 14 23:18:59,en,0,1,787070225908989952,RT @Investing_Books: Finance and the Good Society by Robert J. Shiller: https://t.co/ei7O6zxTrE $SPY $DIA $VIX $VXX $SPX
$SPX,2016-10-14,Fri Oct 14 23:17:43,en,0,0,787069906613338112,$SPY $SPX. are there folks out there that just trade the SPY?
$SPX,2016-10-14,Fri Oct 14 23:09:47,en,0,0,787067909424181249,"If the economy is doing so well, why is government spending rising faster than tax collections?  $SPY $SPX... https://t.co/aT4Hf6GxS1"
