company,date,time,language,liked,retweet,id,text
$SPX,2016-09-14,Thu Sep 08 15:09:05,en,140,113,773900975752957952,"Omg.

The S&amp;P 500 is trading in an ultra rare pattern right now 😆: https://t.co/fOB3W7Hle2

$SPY $SPX https://t.co/AI95YDtbEw"
$SPX,2016-09-14,Fri Sep 09 21:37:55,en,26,35,774361216231677952,Short term $SPX volatility more than doubled last week while currency volatility actually dropped $VIX $VXST https://t.co/R2iJ19rJZu
$SPX,2016-09-14,Mon Sep 12 01:15:17,en,40,46,775140692452581376,"The forward 12-month P/E ratio for $SPX is 17.0, above the 10-year average (14.3). https://t.co/VNtlm0QIb9 https://t.co/Ly6RLPqYjY"
$SPX,2016-09-14,Wed Sep 14 23:59:51,en,1,0,776208872356900864,$SPX H1 6month view. https://t.co/usuX90UI1v
$SPX,2016-09-14,Wed Sep 14 23:58:53,en,1,0,776208631209431040,"April 17th Day Trading Recap: 18.75 Points – Trading for Fun and Profit https://t.co/joEdtoL6b3
 $ES_F $SPY $SPX"
$SPX,2016-09-14,Wed Sep 14 23:57:23,en,0,4,776208254779191296,RT @StockBoardAsset: $SPX vs. #Nikkei https://t.co/spDqfo6Whm
$SPX,2016-09-14,Wed Sep 14 23:53:24,en,0,4,776207250725695489,RT @StockBoardAsset: $SPX vs. #Nikkei https://t.co/spDqfo6Whm
$SPX,2016-09-14,Wed Sep 14 23:52:28,en,0,1,776207017455136768,RT @MktOutperform: Fighting the Last War https://t.co/nIFaOlrmYS #stocks $SPX
$SPX,2016-09-14,Wed Sep 14 23:49:49,en,0,6,776206347910119424,RT @seeitmarket: S&amp;P 500 Futures Update: Lower Support Levels In View - https://t.co/peStQYJnPS  by @AnneMarieTrades  $SPX $ES_F https://t.…
$SPX,2016-09-14,Wed Sep 14 23:49:47,en,0,0,776206341887041536,"Yellen is like ""we are w/in inches of ALL TIME HIGHS, if we raise and they lose 10% who gives a shit itll be back in a week"" $spx lets raise"
$SPX,2016-09-14,Wed Sep 14 23:46:59,en,1,0,776205634006024192,"@Bamabroker Where do you cover, if we bounce hard, &amp; continue higher? $spx"
$SPX,2016-09-14,Wed Sep 14 23:46:42,en,1,0,776205565185843200,"$ES_F was 2118.5 on the bell, so not really up right now in terms of $SPX until you see that print and hold tonight."
$SPX,2016-09-14,Wed Sep 14 23:46:13,en,0,0,776205443807019009,"Tech Rallies Stall, Large Caps At Low $NDX $SPX https://t.co/UYQUHyNEgE"
$SPX,2016-09-14,Wed Sep 14 23:46:08,en,0,4,776205423187603457,RT @StockBoardAsset: $SPX vs. #Nikkei https://t.co/spDqfo6Whm
$SPX,2016-09-14,Wed Sep 14 23:43:39,en,1,0,776204798068559872,"$BA bodes ill for broader markets on today's red print &lt; 20, 50, &amp; 200 DMAs. Crash &amp; burn &lt; 122-123 pivot. $SPX $SPY https://t.co/nxI3lABByI"
$SPX,2016-09-14,Wed Sep 14 23:40:24,en,0,2,776203980187795456,"RT @vixsquared: Investors Intelligence Poll
Bulls: 49%
Bears: 22,6%
@Pedro_Sanchez60 $SPX"
$SPX,2016-09-14,Wed Sep 14 23:40:20,en,4,4,776203964249415680,$SPX vs. #Nikkei https://t.co/spDqfo6Whm
$SPX,2016-09-14,Wed Sep 14 23:39:05,en,1,0,776203648875593728,"#SP500 And #Nasdaq100 Forecast - September 14, 2016 $NDX $SPX https://t.co/eNa6kAJO7N"
$SPX,2016-09-14,Wed Sep 14 23:34:31,en,0,1,776202499778809856,RT @ChrisDentistguy: It's much more likely real returns over next decade for passive $spx investors approaches zero. Bond returns also 0 ht…
$SPX,2016-09-14,Wed Sep 14 23:34:31,en,0,1,776202498386300928,RT @TheTradersBias: $SPX daily key 38.2% support was respected as I was expecting. https://t.co/XDPrSgv34A
