company,date,time,language,liked,retweet,id,text
$SPX,2017-01-04,Wed Jan 04 15:52:48,en,21,16,816673746484424704,"By the time an earnings recession ends, stocks have already priced in future gains much of the time. $spx https://t.co/083BBer7pt"
$SPX,2017-01-04,Wed Jan 04 12:30:36,en,16,17,816622857501425664,Lowest number of $SPX Tech companies issuing negative EPS guidance for a quarter since Q3 2010.… https://t.co/ZPpFu7x15Z
$SPX,2017-01-04,Wed Jan 04 01:30:28,en,8,21,816456730745966592,"Of 269 $SPX companies issuing EPS guidance for the current fiscal year, 138 (51%) have issued negative guidance.… https://t.co/8Apm8sfOSw"
$SPX,2017-01-04,Wed Jan 04 23:59:57,und,0,1,816796341162692608,RT @SgtLRoca: $SPX $ES_F #euro #forex https://t.co/Am2b4oXUMz
$SPX,2017-01-04,Wed Jan 04 23:59:17,en,0,8,816796171519803392,RT @FactSet: The 10 $SPX stocks with the highest percentage of Sell ratings. https://t.co/K5Pl25dzAO https://t.co/yQKrjX6fFi
$SPX,2017-01-04,Wed Jan 04 23:53:36,en,0,0,816794743111880704,And this... $SPX $SPY $XLF $RUT $NYA https://t.co/n9hdwSWQB1
$SPX,2017-01-04,Wed Jan 04 23:52:08,en,1,0,816794372175958020,So we still have yet to deal with this... NYSE Margin Debt (inverted to show divergence). $SPX $SPY $XLF $RUT $NYA https://t.co/d6ntm86CT6
$SPX,2017-01-04,Wed Jan 04 23:48:12,en,0,8,816793383968669696,RT @FactSet: The 10 $SPX stocks with the highest percentage of Sell ratings. https://t.co/K5Pl25dzAO https://t.co/yQKrjX6fFi
$SPX,2017-01-04,Wed Jan 04 23:47:05,en,0,8,816793100567900165,RT @FactSet: The 10 $SPX stocks with the highest percentage of Sell ratings. https://t.co/K5Pl25dzAO https://t.co/yQKrjX6fFi
$SPX,2017-01-04,Wed Jan 04 23:44:18,en,0,0,816792402023383040,"FED´s picture of the US economny and the unemployment situation, facts or fraud? $spx"
$SPX,2017-01-04,Wed Jan 04 23:39:13,en,3,3,816791122324451328,"today's Daily #Sentiment Index for #volatility $VIX just 6%, while optimism towards equities relatively subdued: $SPX $NDX 67%, #Nikkei 82%"
$SPX,2017-01-04,Wed Jan 04 23:37:48,en,0,0,816790767549157376,"April 29th Day Trading Recap: 6 Points – The Slow Upward Grind https://t.co/UacEesKSlY
 $ES_F $SPY $SPX"
$SPX,2017-01-04,Wed Jan 04 23:36:59,en,1,0,816790560073781248,Two trading days into 2017 and only 92 pts from the $SPX consensus top. #stocks #stockmarket
$SPX,2017-01-04,Wed Jan 04 23:34:09,und,1,0,816789848543686656,$SPX $VVIX https://t.co/zBGrL2zvVs https://t.co/Ectfxby1BL
$SPX,2017-01-04,Wed Jan 04 23:32:50,en,0,13,816789514060464128,RT @_JamisonG_: $SPY here are my observations &amp; some bold calls.  Good Luck Traders! $SPX $VIX $FB $AMZN $NFLX $GOOGL https://t.co/ElBYujzf…
$SPX,2017-01-04,Wed Jan 04 23:32:21,und,0,0,816789395718152192,.@htsfhickey @dwyerstrategy @timseymour #SPX #DoublingDown--&gt; #EMOTION + #EVOLUTION = #EXPLOSION #TeaseEXCITEMENT 2… https://t.co/IUHzXrTp6T
$SPX,2017-01-04,Wed Jan 04 23:29:42,en,0,0,816788727309680640,Why is Bitcoin skyrocketing? Because the USD and the US stock market is undervalued? $spx
$SPX,2017-01-04,Wed Jan 04 23:27:24,en,1,0,816788146834657281,"The Ord Oracle, January 3, 2017. Check out Tim's blog. #gold #markets $SPY $SPX https://t.co/SKBdZsXVb9"
$SPX,2017-01-04,Wed Jan 04 23:27:17,en,2,0,816788120616071168,I'll be watching $RBS tomorrow. European banks seem to be lining up $CS had a big move today. #Stocks #Trading $spx $spy
$SPX,2017-01-04,Wed Jan 04 23:25:40,en,10,7,816787710841077760,"NYSE Composite Stock Index trying to hold above the orange box.  Stocks were in the box for almost 4 years.

""The l… https://t.co/oqwO5Qhce3"
$SPX,2017-01-04,Wed Jan 04 23:23:09,en,0,8,816787080147771396,RT @FactSet: The 10 $SPX stocks with the highest percentage of Sell ratings. https://t.co/K5Pl25dzAO https://t.co/yQKrjX6fFi
$SPX,2017-01-04,Wed Jan 04 23:20:40,und,0,4,816786453367758848,RT @vixsquared: $spx https://t.co/7pGFf9H4Zg
$SPX,2017-01-04,Wed Jan 04 23:18:55,en,0,0,816786013918007296,Too Big to Save? How to Fix the U.S. Financial System: https://t.co/6H8J0M6Pns $SPY $VIX $QQQ $DIA $SPX
$SPX,2017-01-04,Wed Jan 04 23:18:39,en,0,33,816785946414895104,"RT @ukarlewitz: Consumer loan delinquency rate at a 30+ year low. Likely see a rise before macro expansion ends
$spx https://t.co/WeyzYKySoq"
$SPX,2017-01-04,Wed Jan 04 23:18:04,en,0,8,816785801828651008,RT @FactSet: The 10 $SPX stocks with the highest percentage of Sell ratings. https://t.co/K5Pl25dzAO https://t.co/yQKrjX6fFi
$SPX,2017-01-04,Wed Jan 04 23:16:21,und,1,0,816785368381005824,$spx https://t.co/iVSHAQcjJg
$SPX,2017-01-04,Wed Jan 04 23:15:25,en,5,8,816785134657544192,The 10 $SPX stocks with the highest percentage of Sell ratings. https://t.co/K5Pl25dzAO https://t.co/yQKrjX6fFi
$SPX,2017-01-04,Wed Jan 04 23:13:26,und,0,0,816784632817582081,.@htsfhickey @dwyerstrategy @timseymour #SPX #DoublingDown--&gt; #EMOTION + #EVOLUTION = #EXPLOSION #TeaseEXCITEMENT 2… https://t.co/7voafki32W
$SPX,2017-01-04,Wed Jan 04 23:12:26,en,0,12,816784381180309504,"RT @topdowncharts: $SPX earnings outlook continues to improve - one of the ""charts that worked in 2017"" - see: https://t.co/p60Y2YTT5V http…"
$SPX,2017-01-04,Wed Jan 04 23:09:07,en,0,0,816783545507213312,"Dollar Reaches 14 Year High, Gold Rebounds $FXE $GLD $JYN $OIL $SPX $UUP https://t.co/nJ1EzOoAyT"
$SPX,2017-01-04,Wed Jan 04 23:08:28,und,0,1,816783385238654977,$SPX $ES_F #euro #forex https://t.co/Am2b4oXUMz
$SPX,2017-01-04,Wed Jan 04 23:07:48,und,0,4,816783215285432321,RT @vixsquared: $spx https://t.co/7pGFf9H4Zg
$SPX,2017-01-04,Wed Jan 04 23:03:55,en,0,0,816782238251618305,Practical C++ Financial Programming: https://t.co/UKQnlZbTim $SPY $ES_F $DIA $SPX
$SPX,2017-01-04,Wed Jan 04 23:01:59,pl,0,0,816781752383537152,7o Bull Alert $SPX H4!(2270 (+1.41%)) SL:2259 TP:2284.1@manuelfx
$SPX,2017-01-04,Wed Jan 04 23:00:54,en,0,4,816781479862669312,"RT @TN: spread between S&amp;P 500 earnings yield &amp; 10-year Treasury bond yield
$TLT $SPX $SPY

https://t.co/QdnsZgyQn5 https://t.co/XeM66PZoNG"
$SPX,2017-01-04,Wed Jan 04 23:00:48,en,0,0,816781456295022597,"Dear Fed, Please STFU https://t.co/0BdbEGkso7 $stocks $SPX"
$SPX,2017-01-04,Wed Jan 04 23:00:03,en,0,0,816781266158841856,"Major world indices:
$SPX: 2268.87
$FTSE: 7195.00
$DAX: 11587.05
$Nikkei: 19630.50
more at https://t.co/pC5YkcFgo8"
$SPX,2017-01-04,Wed Jan 04 22:59:00,en,3,2,816781001603088384,IG CDX w/in 4bps of 2 yr tights; $20B+ of corp bond sales AND cash spreads tightened. It's credit bearmaggedon. $SPX $SPY
$SPX,2017-01-04,Wed Jan 04 22:56:24,en,0,0,816780345882218496,@StockCats NOBODY knows where $SPX will be at year-end!
$SPX,2017-01-04,Wed Jan 04 22:55:39,und,0,1,816780160619999232,$spx https://t.co/5pXNunN6yQ
$SPX,2017-01-04,Wed Jan 04 22:53:08,und,0,7,816779526432821249,RT @vixsquared: $spx  https://t.co/SWvYFvQ667
$SPX,2017-01-04,Wed Jan 04 22:50:48,en,3,0,816778938135576577,Gartman's saying to go long. $ES_F $SPX $DJI
$SPX,2017-01-04,Wed Jan 04 22:47:16,en,0,21,816778047571578885,"RT @FactSet: Of 269 $SPX companies issuing EPS guidance for the current fiscal year, 138 (51%) have issued negative guidance. https://t.co/…"
