company,date,time,language,liked,retweet,id,text
$SPX,2017-02-10,Fri Feb 10 22:45:09,en,7,17,830185867008495616,"52% of $SPX companies have beat sales estimates for Q4 to date, below the 5-year average (53%).… https://t.co/1oo0oGb0G6"
$SPX,2017-02-10,Fri Feb 10 23:05:08,en,45,26,830190895530119169,The past 3 weeks (since inauguration day) are among the calmest we've seen in equity markets since 1990. $SPX $VIX https://t.co/7cIFan1w05
$SPX,2017-02-10,Mon Feb 06 21:11:39,en,121,90,828712785949388802,"S&amp;P 500: at 35 days, this is now the longest streak in history w/o a 1% intraday move (high to low as %). $SPX https://t.co/BUNcTqw5Ib"
$SPX,2017-02-10,Fri Feb 10 23:58:06,en,0,0,830204224893882368,unlike $spx da $usdjpy wkly techs out of embedded after that moveup since election. either chop like '15 or drop. either way longs use stops
$SPX,2017-02-10,Fri Feb 10 23:57:04,en,1,0,830203966776602632,KING DOLLAR. $USDJPY $DXY $UUP $UWTI $SPX $STUDY $USDMXN $USD https://t.co/AZl9tPek39
$SPX,2017-02-10,Fri Feb 10 23:54:40,en,0,3,830203362067042304,RT @StockBoardAsset: Morning Note https://t.co/XAMRA4waIe $SPX $VIX https://t.co/vl2YsifMQi
$SPX,2017-02-10,Fri Feb 10 23:50:55,en,0,26,830202418784763904,RT @charliebilello: The past 3 weeks (since inauguration day) are among the calmest we've seen in equity markets since 1990. $SPX $VIX http…
$SPX,2017-02-10,Fri Feb 10 23:50:52,en,0,7,830202406398984192,"RT @racernic: Mr. $ES_F ""you are here"" $SPY $SPX excerpt from my am note https://t.co/mQDACNbxEq"
$SPX,2017-02-10,Fri Feb 10 23:46:35,en,0,11,830201326323826688,RT @ukarlewitz: $Vix sub 11. These low vol periods can last longer than you’d think possible. And Vix can creep/chop higher w/ $SPX
$SPX,2017-02-10,Fri Feb 10 23:46:27,en,0,0,830201293180370944,Who Tipped Off the Terrorists that SEALS Were Coming? https://t.co/WNUOjqGjhl $SPX $VIX https://t.co/udEFTPpDC8
$SPX,2017-02-10,Fri Feb 10 23:46:12,en,0,11,830201230714609665,RT @ukarlewitz: $Vix sub 11. These low vol periods can last longer than you’d think possible. And Vix can creep/chop higher w/ $SPX
