company,date,time,language,liked,retweet,id,text
$SPX,2016-12-30,Mon Dec 26 20:25:23,en,32,41,813480852134957061,"All of the forecasts for the S&amp;P 500 in 2017, in one table: https://t.co/Xex7lXVPHq $SPX https://t.co/p655duBn5h"
$SPX,2016-12-30,Thu Dec 22 13:01:05,en,62,66,811919489981935616,"Net Debt to EBITDA for $SPX Ex-Financials increased to 1.88, the 6th straight period that ratio hit a new high.… https://t.co/0wfaJTcccu"
$SPX,2016-12-30,Mon Dec 26 13:45:16,en,31,39,813380160477102080,"The trailing 12-month P/E ratio for $SPX is 20.7, above the 10-year average of 16.1. https://t.co/wZSd4PnAZt https://t.co/jW7sMtP067"
$SPX,2016-12-30,Fri Dec 30 23:58:20,en,7,4,814983994399948800,End-of-year $SPX SPDR sector change.  $XLB $XLE $XLF $XLI $XLK $XLP $XLU $XLV $XLY $XLRE https://t.co/xfu9Mia6NG
$SPX,2016-12-30,Fri Dec 30 23:56:32,en,0,8,814983539087331328,RT @FactSet: The estimated revenue growth rate for $SPX for Q4 is 5.1%. https://t.co/VZf9g20Xnd https://t.co/EbqCqy5QkC
$SPX,2016-12-30,Fri Dec 30 23:56:31,en,0,1,814983537375977472,"RT @FsStocks: Major world indices:
$SPX: 2239.13
$FTSE: 7119.80
$DAX: 11444.00
$Nikkei: 19055.50
more at https://t.co/pC5YkcFgo8"
$SPX,2016-12-30,Fri Dec 30 23:56:31,en,0,10,814983536105111552,"RT @brandonvanzee: Final #MarketForecast YouTube video of 2016! #Bonds trying to reverse. $SPX closes the year up 9.6%. $TLT $TNX $BND
http…"
$SPX,2016-12-30,Fri Dec 30 23:55:54,en,0,1,814983380232179712,"RT @KevinKingsbury: S&amp;P 500 has risen 14 of the past 16 quarters. May seem a bit toppy, but then when you see the Nasdaq up 12 of the past…"
$SPX,2016-12-30,Fri Dec 30 23:54:44,en,0,1,814983088325398528,"RT @harveyrosenblum: $SPX $SPY $ES_F #MarketProfile ""P"" shape getting heavy https://t.co/iGzu3oJ0WS"
$SPX,2016-12-30,Fri Dec 30 23:53:04,en,0,1,814982666684600320,RT @harveyrosenblum: 2-5% pullback is on track $SPX $SPY $ES_F current chart and chart from 21 Dec post https://t.co/Nc8DLKzoS8
$SPX,2016-12-30,Fri Dec 30 23:50:38,en,5,0,814982055977041920,My primary trend filter remains in an UPTREND and I'm fully invested with no hedges in place. $SPX $INDU $COMPQ
$SPX,2016-12-30,Fri Dec 30 23:44:48,en,0,15,814980589040398336,RT @TheBubbleBubble: Peak Optimism: spikes in optimism coincide with corrections: https://t.co/39u79B4sf8 by @LanceRoberts $SPY $SPX $QQQ h…
$SPX,2016-12-30,Fri Dec 30 23:41:36,en,2,0,814979782769344512,"I will be sending out my top shorts for 2017 and top longs for 2017 this weekend, stay tuned $SPX $SPY $DJIA $IWM $QQQ $NDX $GLD $JNUG"
$SPX,2016-12-30,Fri Dec 30 23:41:35,en,0,2,814979778398842881,"RT @Optuma: $SPX Energy Sector ends year +23.7%, but -5% annualized over 3 yrs. 8 consec up years for Tech, Cons Disc &amp; Staples $XLE $ XLK…"
