company,date,time,language,liked,retweet,id,text
$SPX,2016-09-27,Tue Sep 27 11:50:19,en,22,25,780736324194230272,"Cash to Debt ratio for $SPX Ex-Financials fell 6% YoY to 33% in Q2, the lowest ratio since Q2 2009:… https://t.co/uziaQUSsbv"
$SPX,2016-09-27,Mon Sep 26 21:50:13,en,14,21,780524906341695489,"This is how the S&amp;P 500 performed over the last 8 elections.

A chart for #DebateNight https://t.co/ykHLHxLSwN… https://t.co/wen8DssmRo"
$SPX,2016-09-27,Sun Sep 25 18:47:53,en,35,42,780116631347269632,"More than 70% of all S&amp;P 500 stocks are trading ABOVE their 200-day moving average right now: https://t.co/uvZsa7L9Na

$SPY $SPX"
$SPX,2016-09-27,Tue Sep 27 23:55:10,en,3,0,780918736693948416,$XRT Retail has an interesting chart..... $SPX https://t.co/zLjsfkEMIl
$SPX,2016-09-27,Tue Sep 27 23:52:24,en,0,3,780918042414948352,RT @canuck2usa: LIVE on #Periscope: Markets $SPX $COMP  https://t.co/OcPfZXPG5B
$SPX,2016-09-27,Tue Sep 27 23:50:55,en,2,0,780917667410608128,$ES_F $SPY $SPX 20 points from Highest Odds Long First Time Down with ZERO heat below the Zone. Respecting TS #'s. https://t.co/pRCbmPkBTP
$SPX,2016-09-27,Tue Sep 27 23:40:57,en,1,0,780915159791505408,"Hats off to @WellsFargo for taking swift, decisive and 'material' action on #Stumpf $WFC $SPX @CNBC"
$SPX,2016-09-27,Tue Sep 27 23:39:36,en,0,0,780914818161188864,$SPX $SPY ... HOW FAST do we CRASH NOW https://t.co/Wo1pu3poUo
$SPX,2016-09-27,Tue Sep 27 23:37:45,en,2,0,780914356544425984,". @HeidsterTrades commented on The Deutsche Bank $DB Crisis What It Means for Germany, Merkel &amp; The Euro $SPX https://t.co/eBqp0eaW6y"
$SPX,2016-09-27,Tue Sep 27 23:33:00,en,0,0,780913159720673280,"Recap of today’s #market activity, #news after the close https://t.co/ArBMEFRgD7 $SPX $DJIA $COMPQ $USD #futures #stocks #economy #earnings"
$SPX,2016-09-27,Tue Sep 27 23:27:47,en,0,1,780911846920425472,"Tues Sep 27, 2016 $ES_F E-mini S&amp;P-500 Review (clients get the plan the night before) $SPY $SPX HOL FTD = LOD :) https://t.co/AwxHlprIUD"
