company,date,time,language,liked,retweet,id,text
$SPX,2017-02-13,Mon Feb 13 16:38:10,en,39,52,831180676959444994,"With 80% of companies reported, S&amp;P earnings up 46% year-over-year, strongest since Q1 2010. $SPX https://t.co/WXE1ah5Omy"
$SPX,2017-02-13,Mon Feb 13 13:05:14,en,17,15,831127088413421568,"67% of $SPX companies have beat EPS estimates for Q4 to date, equal to the 5-year average (67%).… https://t.co/nvAASTXt2n"
$SPX,2017-02-13,Mon Feb 13 17:04:52,en,21,24,831187394061860864,"S&amp;P sector revenue growth, YoY (with 80% of companies reported). $SPX https://t.co/R8WJ1TWMsI"
$SPX,2017-02-13,Mon Feb 13 23:59:01,en,0,18,831291619185946625,RT @BVZ_Investools: Tonight's #MarketForecast YouTube video is now available to watch. $SPX now worth $20 trillion! $SPY $QQQ $EEM $EWZ htt…
$SPX,2017-02-13,Mon Feb 13 23:58:54,en,0,2,831291588835831808,RT @heyimsnuffles: This is the Bears Last Chance $SPY $SPX $NDX $QQQ $DJIA $DIA https://t.co/wMMUd1XvVZ https://t.co/jXzwPU40hX
$SPX,2017-02-13,Mon Feb 13 23:57:44,en,0,6,831291295473741825,RT @DS_Investools: 02/13/17 - View today's Market Forecast by @BVZ_Investools here: https://t.co/QwwEuJuxL9 Discussed: $SPX $IWM $EEM $EWZ…
$SPX,2017-02-13,Mon Feb 13 23:56:40,en,1,0,831291027822673923,A really good blog to follow for a proper trading diet plan ! https://t.co/tZ1OJtNzX6 $SPX @TheBubbleBubble
$SPX,2017-02-13,Mon Feb 13 23:56:13,en,0,6,831290916769968128,RT @DS_Investools: 02/13/17 - View today's Market Forecast by @BVZ_Investools here: https://t.co/QwwEuJuxL9 Discussed: $SPX $IWM $EEM $EWZ…
$SPX,2017-02-13,Mon Feb 13 23:56:01,en,0,137,831290864886444032,RT @sentimentrader: This is why stocks are risky right now. $spx $vix https://t.co/ag8sQa2lKl
$SPX,2017-02-13,Mon Feb 13 23:55:51,en,15,6,831290822188474368,02/13/17 - View today's Market Forecast by @BVZ_Investools here: https://t.co/QwwEuJuxL9 Discussed: $SPX $IWM $EEM $EWZ $QQQ #Investools
$SPX,2017-02-13,Mon Feb 13 23:55:15,en,0,0,831290670824509441,Breakout amount of new highs today (616).  But also most new lows since mid-December (51).  Interesting . . .  $SPX… https://t.co/2rmgyecWkv
$SPX,2017-02-13,Mon Feb 13 23:53:52,und,0,2,831290323397668864,RT @vixsquared: $spx https://t.co/bzixF5n6MW
$SPX,2017-02-13,Mon Feb 13 23:47:28,en,1,2,831288713774825472,This is the Bears Last Chance $SPY $SPX $NDX $QQQ $DJIA $DIA https://t.co/wMMUd1XvVZ https://t.co/jXzwPU40hX
$SPX,2017-02-13,Mon Feb 13 23:47:25,und,0,3,831288700558573569,RT @vixsquared: $spx  https://t.co/2o3qnUQk0o
$SPX,2017-02-13,Mon Feb 13 23:46:29,en,0,14,831288464968654848,RT @361Capital: NYSE 52 Week High list explodes to highest level in nearly 7 years. #Massive #Phenomenal $SPX https://t.co/jqjzaf77O5
$SPX,2017-02-13,Mon Feb 13 23:44:54,en,0,2,831288065289248769,RT @MarketsRecap: The Biggest Carry Trade Ever In Financial Markets $ERO $GBB $JYN $SPX https://t.co/JiUu1Deuz3
$SPX,2017-02-13,Mon Feb 13 23:41:55,en,0,18,831287314718535680,RT @BVZ_Investools: Tonight's #MarketForecast YouTube video is now available to watch. $SPX now worth $20 trillion! $SPY $QQQ $EEM $EWZ htt…
$SPX,2017-02-13,Mon Feb 13 23:41:44,en,1,1,831287269591904256,New records across the board!  Is it too far too fast or just getting started? $SPX $COMPQ $RUT $INDU $SPY $DIA… https://t.co/Cbcy7tcvVz
$SPX,2017-02-13,Mon Feb 13 23:39:03,en,0,2,831286597131833346,The Biggest Carry Trade Ever In Financial Markets $ERO $GBB $JYN $SPX https://t.co/JiUu1Deuz3
$SPX,2017-02-13,Mon Feb 13 23:38:58,en,0,137,831286573111066629,RT @sentimentrader: This is why stocks are risky right now. $spx $vix https://t.co/ag8sQa2lKl
$SPX,2017-02-13,Mon Feb 13 23:36:51,en,0,1,831286043571843074,"RT @kiwitrader24: $SPX speaking of this Dec. rally 12/7-12/13, the index rose 3.2%. If we were to rise 3% from 2/9 Thurs's low and start of…"
$SPX,2017-02-13,Mon Feb 13 23:34:32,en,2,1,831285457774313473,"$SPX speaking of this Dec. rally 12/7-12/13, the index rose 3.2%. If we were to rise 3% from 2/9 Thurs's low and st… https://t.co/V9ub59v1gK"
$SPX,2017-02-13,Mon Feb 13 23:32:50,en,0,1,831285029808566276,RT @kiwitrader24: TYPO: This Tweet should have $SPX ticker not $SOX https://t.co/eZbwjXx1fa
$SPX,2017-02-13,Mon Feb 13 23:32:50,en,0,3,831285029254918149,"RT @dvandenbord: #Stocknerds video...New Highs Again; Where's Resistance?

Plus $VXX $XIV $SPX sectors

https://t.co/n4t9b54fP5

@TJReazor…"
$SPX,2017-02-13,Mon Feb 13 23:32:12,en,0,1,831284871175749632,TYPO: This Tweet should have $SPX ticker not $SOX https://t.co/eZbwjXx1fa
$SPX,2017-02-13,Mon Feb 13 23:31:48,en,0,1,831284770831208448,RT @ShortTreasuries: Shorting $SPX outright likely unwise given recent trends even w/ a little weakness showing. But that 11 $VIX though..h…
$SPX,2017-02-13,Mon Feb 13 23:31:29,en,2,3,831284689688285184,"#Stocknerds video...New Highs Again; Where's Resistance?

Plus $VXX $XIV $SPX sectors

https://t.co/n4t9b54fP5

@TJReazor @1DannyStewart"
$SPX,2017-02-13,Mon Feb 13 23:30:36,en,0,2,831284470183559168,RT @kiwitrader24: $SPX Knowing where the 10-day SMA is at can help you not get too cheap and overzealous in what PUT strike you choose to b…
$SPX,2017-02-13,Mon Feb 13 23:30:36,en,0,14,831284469009149952,RT @361Capital: NYSE 52 Week High list explodes to highest level in nearly 7 years. #Massive #Phenomenal $SPX https://t.co/jqjzaf77O5
$SPX,2017-02-13,Mon Feb 13 23:28:51,en,0,1,831284026732326912,"RT @kiwitrader24: $SPX who know, maybe those in charge here in US are intending to jam job this thing higher all week just to leave Asia &amp;…"
$SPX,2017-02-13,Mon Feb 13 23:28:50,en,0,18,831284024131850240,RT @BVZ_Investools: Tonight's #MarketForecast YouTube video is now available to watch. $SPX now worth $20 trillion! $SPY $QQQ $EEM $EWZ htt…
$SPX,2017-02-13,Mon Feb 13 23:24:36,en,3,0,831282959772626944,Technicals in uptrend https://t.co/qtM8Y8SEYX  #Investing #Trading #401k #Technicalanalysis #Finance $SPX $VIX https://t.co/ZcU6ip7k3a
$SPX,2017-02-13,Mon Feb 13 23:21:07,en,0,0,831282080784990208,"WEEKLY #stocks Free Publication
#Equities #HedgeFunds #broker watching $VIX for $SPX $SPY clues
Is VIX stabilising?… https://t.co/oeure4joaE"
$SPX,2017-02-13,Mon Feb 13 23:20:45,en,0,2,831281991018545152,RT @kiwitrader24: $SPX Knowing where the 10-day SMA is at can help you not get too cheap and overzealous in what PUT strike you choose to b…
$SPX,2017-02-13,Mon Feb 13 23:20:31,en,0,3,831281930192748544,RT @vixcontango: The $SPX GAAP trailing 12 month earnings growth in every quarter of 2017 is pretty insane - 5% every quarter! (Trump tax c…
$SPX,2017-02-13,Mon Feb 13 23:20:26,en,0,3,831281911884562433,RT @charliebilello: Utilities Aren't Just for Yield https://t.co/Eg0kjvQn5h $SPX #stocks
$SPX,2017-02-13,Mon Feb 13 23:20:06,en,0,14,831281827407077376,RT @361Capital: NYSE 52 Week High list explodes to highest level in nearly 7 years. #Massive #Phenomenal $SPX https://t.co/jqjzaf77O5
$SPX,2017-02-13,Mon Feb 13 23:18:49,en,0,14,831281504881885185,RT @361Capital: NYSE 52 Week High list explodes to highest level in nearly 7 years. #Massive #Phenomenal $SPX https://t.co/jqjzaf77O5
$SPX,2017-02-13,Mon Feb 13 23:18:39,en,0,3,831281462339059713,RT @vixcontango: The $SPX GAAP trailing 12 month earnings growth in every quarter of 2017 is pretty insane - 5% every quarter! (Trump tax c…
$SPX,2017-02-13,Mon Feb 13 23:17:28,en,0,0,831281164094550017,SPX - Reaching Fib Extension of 2335 $SPX https://t.co/Vsv2V5ptnt
$SPX,2017-02-13,Mon Feb 13 23:15:11,en,0,0,831280590548779009,"Sentiment Up, Complacency Up - But Uncertainty Also Up (Not Down?)  $SPX https://t.co/4R9OWF8sys"
$SPX,2017-02-13,Mon Feb 13 23:14:55,en,0,0,831280521632034816,YTD Gains. $SPX gained a little on us today with $RF $XBI and $WFT fizzling out end of day. https://t.co/sLBA7LUGEw
