company,date,time,language,liked,retweet,id,text
$SPX,2016-11-14,Mon Nov 14 16:33:45,en,27,20,798202268386402304,"S&amp;P 500: with 91% of companies reported, operating EPS up 14% YoY. First positive quarter (YoY) since Q3 2014. $SPX https://t.co/ROFvsYxEIA"
$SPX,2016-11-14,Mon Nov 14 02:15:14,en,16,25,797986214280241152,The trailing 12-month P/E ratio for $SPX is 19.5. https://t.co/RI7AKD4uvg https://t.co/Mz4HIPZmHO
$SPX,2016-11-14,Wed Nov 09 04:45:25,en,92,143,796212071985807361,"S&amp;P 500: over 22,000 trading days since 1928. If futures hold (-4.9%), tomorrow would be in the top 100 largest dec… https://t.co/r3suRblM3e"
$SPX,2016-11-14,Mon Nov 14 23:59:46,en,0,31,798314512461856768,"RT @JLyonsFundMgmt: UPDATE&gt;&gt;For 1st Time EVER, NYSE New Highs AND New Lows Each Equal &gt;10% Of All Issues $SPY $SPX https://t.co/LFS1RATp8z"
$SPX,2016-11-14,Mon Nov 14 23:58:56,en,0,31,798314302293712901,"RT @JLyonsFundMgmt: UPDATE&gt;&gt;For 1st Time EVER, NYSE New Highs AND New Lows Each Equal &gt;10% Of All Issues $SPY $SPX https://t.co/LFS1RATp8z"
$SPX,2016-11-14,Mon Nov 14 23:58:45,en,0,31,798314257565810688,"RT @JLyonsFundMgmt: UPDATE&gt;&gt;For 1st Time EVER, NYSE New Highs AND New Lows Each Equal &gt;10% Of All Issues $SPY $SPX https://t.co/LFS1RATp8z"
$SPX,2016-11-14,Mon Nov 14 23:58:14,en,0,19,798314125965279232,"RT @KimbleCharting: Tight spot between support and resistance in play, in these ""monthly charts"" $SPX $SPY https://t.co/taxCovHEOH"
$SPX,2016-11-14,Mon Nov 14 23:57:36,lt,0,0,798313966405554177,VIDEO $SPY $SPX Technical Analysis Chart 11/14/2016 https://t.co/V8kp9VcIQ9 #stocks #trading #market #options #tradeideas
$SPX,2016-11-14,Mon Nov 14 23:57:26,en,2,1,798313924940754944,Daily Recap And Look Ahead Asia Edition for Nov 14 2016 With Annabelle Zhang - YouTube $spx $iwm $uso $tlt https://t.co/W7f0aZgya1
$SPX,2016-11-14,Mon Nov 14 23:57:15,en,0,31,798313878807396352,"RT @JLyonsFundMgmt: UPDATE&gt;&gt;For 1st Time EVER, NYSE New Highs AND New Lows Each Equal &gt;10% Of All Issues $SPY $SPX https://t.co/LFS1RATp8z"
$SPX,2016-11-14,Mon Nov 14 23:55:23,en,0,2,798313411650129920,"if the US Dollar $DXY can pass the long term trend....
  Then $GOLD will be FREE.    Free gold !  $SPX https://t.co/AEncMl9Dvs"
$SPX,2016-11-14,Mon Nov 14 23:55:23,en,0,31,798313410878406661,"RT @JLyonsFundMgmt: UPDATE&gt;&gt;For 1st Time EVER, NYSE New Highs AND New Lows Each Equal &gt;10% Of All Issues $SPY $SPX https://t.co/LFS1RATp8z"
$SPX,2016-11-14,Mon Nov 14 23:55:01,en,1,0,798313315743264768,"MONTHLY #stocks #etf Free Publication
$SPX $VIX $FTSE $DAX $HSI $SSEC $EEM
Join #HedgeFunds #broker… https://t.co/owNA138lt7"
$SPX,2016-11-14,Mon Nov 14 23:54:45,en,0,20,798313249477459969,RT @john4themoney: CHART @zerohedge What Happens When 2-Term Presidencies End? #stockmarket $SPX $SPY $DIA $QQQ $AAPL $FB $TWTR $CAT $JNJ $…
$SPX,2016-11-14,Mon Nov 14 23:54:40,en,0,2,798313228715499520,"RT @TraderMentality: /ES $SPX $SPY has that bull flag look on the daily... just sayin

#phoneskills https://t.co/pxKoB4LXSQ"
$SPX,2016-11-14,Mon Nov 14 23:53:53,en,0,1,798313030698303489,"RT @SmartTraderTips: $VXX a short since 32 was broken. Targets 30.19, 27.27 &amp; 25.38. Bulls need to retake 35.3 first. Weekly a short @ 30.1…"
$SPX,2016-11-14,Mon Nov 14 23:49:11,en,0,31,798311851595415552,"RT @JLyonsFundMgmt: UPDATE&gt;&gt;For 1st Time EVER, NYSE New Highs AND New Lows Each Equal &gt;10% Of All Issues $SPY $SPX https://t.co/LFS1RATp8z"
$SPX,2016-11-14,Mon Nov 14 23:49:10,en,0,13,798311845262229506,"RT @JLyonsFundMgmt: Both NYSE New Highs AND New Lows &gt;5% Of All Issues (11/11) $SPY $SPX
Post: https://t.co/V1d0043lEy https://t.co/F571aKV…"
$SPX,2016-11-14,Mon Nov 14 23:48:17,en,45,31,798311623299657728,"UPDATE&gt;&gt;For 1st Time EVER, NYSE New Highs AND New Lows Each Equal &gt;10% Of All Issues $SPY $SPX https://t.co/LFS1RATp8z"
$SPX,2016-11-14,Mon Nov 14 23:47:04,en,0,2,798311316737769472,RT @investools: 11/14/16 - View today's Market Forecast video here: https://t.co/wZ6J49kDR8 Discussed: $SPY $SPX $RUT $IWM $XLK $QQQ #Inves…
$SPX,2016-11-14,Mon Nov 14 23:44:15,en,0,0,798310606361260032,$SPY $SPX $ES_F Elliot and Tepper went a little heavy on the SPY puts
$SPX,2016-11-14,Mon Nov 14 23:39:11,en,0,20,798309332211404800,RT @john4themoney: CHART @zerohedge What Happens When 2-Term Presidencies End? #stockmarket $SPX $SPY $DIA $QQQ $AAPL $FB $TWTR $CAT $JNJ $…
$SPX,2016-11-14,Mon Nov 14 23:39:03,en,0,0,798309299344785412,"As Stocks Turn Red, The Dow-Nasdaq Divergence Is The Biggest Since 2002 $DIA $QQQ $SPX $IJR https://t.co/SLzIUw9fEj"
$SPX,2016-11-14,Mon Nov 14 23:37:26,en,0,0,798308892400906241,"$UVXY a short since 14.07 was broken. Targets 12.52, 10.14 &amp; 8.32. Bulls need to retake 17.88 first. Weekly a short… https://t.co/tgMtM4RKQ8"
$SPX,2016-11-14,Mon Nov 14 23:35:13,en,0,0,798308336764649472,Poll: Does $DRYS run from $4.5 to 45 (1000x gain) represent future economic activity or dash-for-trash play just before market PB? $SPX $VIX
$SPX,2016-11-14,Mon Nov 14 23:34:29,en,0,0,798308148201164801,I hate the Bannon appt but am sure it was part of his deal to help get Trump in.  Trump is POTUS not bannon $SPX @CNBC #Trump
$SPX,2016-11-14,Mon Nov 14 23:31:09,en,0,1,798307311051800576,"$VXX a short since 32 was broken. Targets 30.19, 27.27 &amp; 25.38. Bulls need to retake 35.3 first. Weekly a short @ 3… https://t.co/fwlPTyWCFe"
$SPX,2016-11-14,Mon Nov 14 23:29:47,en,0,2,798306966003187712,RT @investools: 11/14/16 - View today's Market Forecast video here: https://t.co/wZ6J49kDR8 Discussed: $SPY $SPX $RUT $IWM $XLK $QQQ #Inves…
$SPX,2016-11-14,Mon Nov 14 23:25:53,en,0,1,798305983994990592,RT @spxindex: US stocks finish level as tech losses cancel out bank gains https://t.co/hDcqBkZyUf @AP $SPX
$SPX,2016-11-14,Mon Nov 14 23:24:34,en,0,178,798305654553411584,RT @ppprophet: The Weight of the Bubbles $SPX $SPY $VIX $TVIX $UVXY $SDOM $SQQQ   $DJI $DIA $FB $AMZN  $GS $BAC $AA $KO $MCD $BA $C $TWTR $…
$SPX,2016-11-14,Mon Nov 14 23:24:21,en,0,87,798305598093795328,RT @ppprophet: STOCKMARKET NOW! $SPX $VIX $UVXY $TVIX $XIV $AAPL $GE $GE $FB $MSFT $INTC $CSCO $SDOW $SQQQ $DIA $QQQ $SPY $JPM $GS  $C $BAC…
$SPX,2016-11-14,Mon Nov 14 23:24:03,en,0,105,798305524072718336,RT @ppprophet: THE CRASH OF 1974 &amp; THE TOP OF 2016 $SPX $SPY $DIA $VIX $TVIX $AAPL $FB $C $BAC $JPM $INTC $IBM $MSFT $SDOW $SQQQ $UVXY $GS…
$SPX,2016-11-14,Mon Nov 14 23:23:19,en,0,20,798305341758992384,RT @john4themoney: CHART @zerohedge What Happens When 2-Term Presidencies End? #stockmarket $SPX $SPY $DIA $QQQ $AAPL $FB $TWTR $CAT $JNJ $…
$SPX,2016-11-14,Mon Nov 14 23:14:42,en,0,19,798303171898552320,"RT @WallStreeTopGun: Another week, another roasting for shorts is setting up to start the trading week. Bears have about a 5% win rate last…"
$SPX,2016-11-14,Mon Nov 14 23:13:21,en,0,5,798302833153933313,"RT @marketmodel: That was our dip, huh? Markets trying to fool you, make you think you're going to miss out on big rally. Don't fall for it…"
$SPX,2016-11-14,Mon Nov 14 23:13:00,en,0,1,798302744276766720,RT @spxindex: Dow crawls to new record close even as stock market’s Trump rally fizzles https://t.co/QMgXdP9PLG $SPX
$SPX,2016-11-14,Mon Nov 14 23:12:44,en,0,1,798302678359179264,RT @spxindex: Dollar rallies alongside U.S. yields; bank stocks up https://t.co/hOg9veWix4 $SPX
$SPX,2016-11-14,Mon Nov 14 23:11:33,en,0,0,798302379707867137,US stocks finish level as tech losses cancel out bank gains https://t.co/bM8KjyTDlq AP $SPX
$SPX,2016-11-14,Mon Nov 14 23:11:33,en,0,0,798302377942061056,Dow crawls to new record close even as stock market’s Trump rally fizzles https://t.co/qK4Xj6onOh $SPX
