company,date,time,language,liked,retweet,id,text
$SPX,2016-08-09,Tue Aug 09 13:49:08,en,77,65,763009219792470016,"A CRASH IS COMING

Or not? A must-see chart created by @jboorman: https://t.co/atei7Fftq1

$SPY $SPX https://t.co/exkH7xANVK"
$SPX,2016-08-09,Fri Aug 05 20:17:10,en,33,43,761657320484974593,"The S&amp;P 500 closed at NEW all-time highs today. That means it's up 7% this year and 151% since 2009: https://t.co/kEo5a3rpoP

$SPY $SPX"
$SPX,2016-08-09,Tue Aug 02 15:17:33,en,14,22,760494755226669056,"This is the chart everyone is watching today. Look what happened to the S&amp;P 500 just now: https://t.co/UeUYuNPoAN

$SPY $SPX"
$SPX,2016-08-09,Tue Aug 09 23:50:57,en,0,1,763160671085223936,"$SPX up only 8% since end of last stimulus (QE). Evidence pointing to blow-off top, but bull trap still in play. https://t.co/FYmTpV8AMf"
$SPX,2016-08-09,Tue Aug 09 23:47:45,en,0,0,763159866370318336,https://t.co/BtclPaqWC1 **D*A**: $SPX monthly - **D*A** https://t.co/RDJ59QeDq7
$SPX,2016-08-09,Tue Aug 09 23:45:05,en,0,0,763159193767534592,Elliott Wave VIDEO $UKX $STOXX50 $CAC $FTSE $DAX $MIB40 $SPX $BAYN day trading stocks 4 https://t.co/yRHIgEpplf https://t.co/Fs4Ec15sym
$SPX,2016-08-09,Tue Aug 09 23:44:06,en,0,1,763158947431874562,"RT @brettmpattison: Since #Brexit the S&amp;P 500 has rallied 9.8% from the lows. 

Glad we don't use stop losses . . . that would stink!

$SPX…"
$SPX,2016-08-09,Tue Aug 09 23:39:03,en,0,0,763157675983208448,Technically Speaking: Is This The Bottom For #Oil Prices? $OIL $SPX https://t.co/b5QrAfLBUs
$SPX,2016-08-09,Tue Aug 09 23:37:03,en,0,0,763157173522358272,Get Your 30 DAY TRIAL  'CFD Trading ebook' $DAX $CAC $IBEX $FSTE $SPX Nikkei $ASX NYSE $LSE https://t.co/g9SzzYTTvZ https://t.co/TexHwmr5FP
$SPX,2016-08-09,Tue Aug 09 23:35:47,en,0,1,763156854734098433,RT @Sassy_SPY: Tech is the S&amp;P 500 industry most levered to the dollar 59% of the sector’s revenue exposure comes from non-dollar sources.…
$SPX,2016-08-09,Tue Aug 09 23:35:11,und,0,0,763156704372457472,SPX/VIX Ratio 8/9/2016 $SPX https://t.co/a48IUt6Adw ~ via https://t.co/Kd2qwcsyit
$SPX,2016-08-09,Tue Aug 09 23:33:09,und,0,0,763156192088559616,SPX/VIX Ratio 8/9/2016 $SPX https://t.co/04lpqGLyFn
$SPX,2016-08-09,Tue Aug 09 23:33:06,en,0,0,763156178591363072,"Recap of today’s #market activity, #news after the close https://t.co/ArBMEFRgD7 $SPX $DJIA $COMPQ $USD #futures #stocks #economy #earnings"
$SPX,2016-08-09,Tue Aug 09 23:30:28,ja,0,0,763155517552418816,Trading CFD 18 $DAX $CAC $IBEX $MIB $SPX Forex $ASX $qqq $DIA $NYSE $LSE  外汇 الفوركس外国為替 https://t.co/qtMxfb5eGq https://t.co/q15IrnZhg3
$SPX,2016-08-09,Tue Aug 09 23:29:09,en,0,0,763155184683929600,"Day Trading Lessons: Strike While The Iron is Hot https://t.co/uZh1Srm2ng
 $ES_F $SPY $SPX"
$SPX,2016-08-09,Tue Aug 09 23:28:45,en,1,0,763155085241249792,@DStevems I've looked for ANYTHING to trade and nothing.  Especially $SPX options... market is dead till September.
$SPX,2016-08-09,Tue Aug 09 23:27:58,en,0,12,763154886603247616,"RT @JeffMacke: $SPX ""Doooooom!"" - Marc Faber's gloomiest call yet! He's due... https://t.co/mkoKWjEPLE"
$SPX,2016-08-09,Tue Aug 09 23:27:00,en,0,0,763154645858607104,Elliott Wave VIDEO $UKX $STOXX50 $CAC $FTSE $DAX $MIB40 $SPX $CBK cfd trading stocks 3 https://t.co/6dP1mOhDEB https://t.co/hnykCihnnn
$SPX,2016-08-09,Tue Aug 09 23:26:11,en,0,3,763154437699493889,RT @Sassy_SPY: 90% of the gains the last month are financials (+4.9%) &amp; information technology (+6.7%). Finance &amp; tech make of 36% of $SPX…
$SPX,2016-08-09,Tue Aug 09 23:25:20,en,0,2,763154226339905536,RT @MktOutperform: Chasing Momentum https://t.co/mY53xMXVIi #stocks $SPX
$SPX,2016-08-09,Tue Aug 09 23:23:23,en,0,0,763153735048540160,"New indicator, how to trade https://t.co/qtM8Y8SEYX $SPX $SPY #investing #trading #401k #technicalanalysis #finance https://t.co/oLqDwO2lsn"
$SPX,2016-08-09,Tue Aug 09 23:17:29,en,0,3,763152250369867776,RT @Sassy_SPY: 90% of the gains the last month are financials (+4.9%) &amp; information technology (+6.7%). Finance &amp; tech make of 36% of $SPX…
$SPX,2016-08-09,Tue Aug 09 23:16:27,en,6,1,763151989081604096,Tech is the S&amp;P 500 industry most levered to the dollar 59% of the sector’s revenue exposure comes from non-dollar sources. $QQQ $SPX $SPY
$SPX,2016-08-09,Tue Aug 09 23:16:11,en,0,0,763151920009768960,I guess it bears repeating again: $SPX blended GAAP earnings for 2016 are 17.6% higher than 2015!
$SPX,2016-08-09,Tue Aug 09 23:15:25,en,0,12,763151728355057665,"RT @JeffMacke: $SPX ""Doooooom!"" - Marc Faber's gloomiest call yet! He's due... https://t.co/mkoKWjEPLE"
$SPX,2016-08-09,Tue Aug 09 23:15:08,en,0,0,763151659073675264,30 DAY TRIAL + CFD Trading Order Types $DAX $FSTE $IBEX $MIB $SPX $ASX $LSE https://t.co/Oj9kLDlHdt https://t.co/dzPKrQMFzh
$SPX,2016-08-09,Tue Aug 09 23:13:49,en,0,0,763151327509770240,"While the $SPX is trading at 25 GAAP Trailing 12M P/E, it is only trading at 21.5 2016 blended GAAP P/E"
$SPX,2016-08-09,Tue Aug 09 23:13:06,en,0,0,763151147142156288,Elliott Wave VIDEO $UKX $STOXX50 $CAC $FTSE $DAX $MIB40 $SPX $DBK day trading stocks 2 https://t.co/3FparCHE2S https://t.co/6RkapyDxq4
$SPX,2016-08-09,Tue Aug 09 23:12:33,en,0,3,763151007631208448,RT @Sassy_SPY: 90% of the gains the last month are financials (+4.9%) &amp; information technology (+6.7%). Finance &amp; tech make of 36% of $SPX…
$SPX,2016-08-09,Tue Aug 09 23:11:54,en,0,0,763150842828623876,Right now blended GAAP earnings for 2016 are 17.6% higher than 2015. The $SPX is only +6.74% this year. https://t.co/r19tuYtTqY
$SPX,2016-08-09,Tue Aug 09 23:11:15,en,0,1,763150680513089536,"RT @kazonomics: .@CryptoEthan that's 👉 @WarrenBuffett saying its uncharted territory no one knows which inlcudes u, again could u be wrong?…"
$SPX,2016-08-09,Tue Aug 09 23:11:10,en,0,2,763150659747065856,RT @kazonomics: .@CryptoEthan when &amp; if deal with that reality when it's reality not bet on a hypothetical scenario that's how u miss $Spx…
$SPX,2016-08-09,Tue Aug 09 23:11:01,en,13,3,763150620584976388,90% of the gains the last month are financials (+4.9%) &amp; information technology (+6.7%). Finance &amp; tech make of 36% of $SPX $SPY.
$SPX,2016-08-09,Tue Aug 09 23:10:37,en,0,12,763150521800626176,"RT @JeffMacke: $SPX ""Doooooom!"" - Marc Faber's gloomiest call yet! He's due... https://t.co/mkoKWjEPLE"
$SPX,2016-08-09,Tue Aug 09 23:10:19,en,0,0,763150447028895744,$SPX https://t.co/KPzqgON6xL  Reality vs Illusions @ EWF https://t.co/x2kmaKRHLQ https://t.co/xFl42JKjkf
$SPX,2016-08-09,Tue Aug 09 23:08:14,en,0,12,763149920249454592,"RT @JeffMacke: $SPX ""Doooooom!"" - Marc Faber's gloomiest call yet! He's due... https://t.co/mkoKWjEPLE"
$SPX,2016-08-09,Tue Aug 09 23:07:02,en,0,0,763149617315901444,Elliott Wave Video $SPX $DJIA $RUT  trend trading strategies 37 https://t.co/HhQQEfHH0C https://t.co/chX0MKfeqF
$SPX,2016-08-09,Tue Aug 09 23:02:14,en,22,12,763148410668978176,"$SPX ""Doooooom!"" - Marc Faber's gloomiest call yet! He's due... https://t.co/mkoKWjEPLE"
$SPX,2016-08-09,Tue Aug 09 23:00:50,zh,0,0,763148059463286785,Trading Day 17 $DAX $CAC $IBEX $MIB $SPX stocks $ASX $qqq $DJI NYSE $LSE  外汇 الفوركس外国為替 https://t.co/LZGfp4pyuJ https://t.co/mDKa7DW36q
$SPX,2016-08-09,Tue Aug 09 22:57:03,en,0,0,763147108849426432,Elliott Wave VIDEO $UKX $STOXX50 $CAC $FTSE $DAX $MIB40 $SPX $BAYN cfd day trading 1 https://t.co/m3rVk7S3Rq https://t.co/oVwE2bmFxR
$SPX,2016-08-09,Tue Aug 09 22:50:15,und,0,1,763145393924403200,RT @TradingLounge: Volume Analysis Trading CFD $DAX $CAC $FSTE $MIB $SPX $ASX $DJI NYSE $LSE 外汇 الفوركس外国為替 https://t.co/9RohzxCewP https:/…
$SPX,2016-08-09,Tue Aug 09 22:47:38,en,0,6,763144739080241152,RT @Tradingchannels: Chart of the day is $ES by https://t.co/kmL9EakRI7  $ES_F $SPX https://t.co/PgZe6UIsVl
$SPX,2016-08-09,Tue Aug 09 22:45:08,en,0,0,763144107766190081,30 DAY TRIAL + CFD Day Trading Mistakes ebook  $DAX $FSTE $SPX $ASX $qqq $DJI NYSE $LSE https://t.co/i0fzafCCUU https://t.co/9GtITavNqF
$SPX,2016-08-09,Tue Aug 09 22:44:47,en,0,1,763144017953615872,RT @davidmoadel: $AMZN #Amazon and #Google Change the R&amp;D Race https://t.co/PB5W3AwnB3 $GOOG $GOOGL #stocks #finance #options $QQQ $SPY $SP…
$SPX,2016-08-09,Tue Aug 09 22:44:19,en,0,6,763143900857004032,RT @Tradingchannels: Chart of the day is $ES by https://t.co/kmL9EakRI7  $ES_F $SPX https://t.co/PgZe6UIsVl
$SPX,2016-08-09,Tue Aug 09 22:43:33,en,0,1,763143710804697088,RT @Macro_View: TED spreads nearing 50 bps and 2012 highs. The steady rise should begin to worry $SPX traders. https://t.co/uugUybQjBj
$SPX,2016-08-09,Tue Aug 09 22:39:33,en,1,1,763142703949447168,".@CryptoEthan that's 👉 @WarrenBuffett saying its uncharted territory no one knows which inlcudes u, again could u be wrong? $spx📈🌝"
$SPX,2016-08-09,Tue Aug 09 22:36:42,en,0,0,763141986190761984,Is Sideways The New Down? $USO $SPX $VIX https://t.co/ZnJSOubSQa
$SPX,2016-08-09,Tue Aug 09 22:36:20,en,0,65,763141892338950144,"RT @StockTwits: A CRASH IS COMING

Or not? A must-see chart created by @jboorman: https://t.co/atei7Fftq1

$SPY $SPX https://t.co/exkH7xANVK"
$SPX,2016-08-09,Tue Aug 09 22:35:07,en,0,1,763141588159696896,"Since #Brexit the S&amp;P 500 has rallied 9.8% from the lows. 

Glad we don't use stop losses . . . that would stink!

$SPX $SPY"
$SPX,2016-08-09,Tue Aug 09 22:34:52,en,0,2,763141524473380865,RT @kazonomics: .@CryptoEthan when &amp; if deal with that reality when it's reality not bet on a hypothetical scenario that's how u miss $Spx…
$SPX,2016-08-09,Tue Aug 09 22:34:18,en,5,2,763141383117017090,.@CryptoEthan when &amp; if deal with that reality when it's reality not bet on a hypothetical scenario that's how u miss $Spx 🌝 4 years now👁
$SPX,2016-08-09,Tue Aug 09 22:30:58,en,0,0,763140544453279745,Elliott Wave Video $SPX $DJIA $RUT Market Trends Technical analysis 36 https://t.co/Ot5Mn6ulgk https://t.co/vcFm33SPt5
$SPX,2016-08-09,Tue Aug 09 22:30:02,en,0,1,763140309840568320,RT @ElliottForecast: $DJUSRE $DJIA  Elliott wave cycles awaiting confirmation for another 6-7 year cycle #elliottwave https://t.co/lxXwyKMr…
$SPX,2016-08-09,Tue Aug 09 22:28:17,en,0,7,763139868188930049,RT @JLyonsFundMgmt: Thank God we finally broke out of that trading range... $SPY $SPX https://t.co/cY2eAdEtTW
$SPX,2016-08-09,Tue Aug 09 22:28:14,en,0,0,763139856117530624,@jcalvin1127 On December 31st the $SPX will close at precisely 2501.
$SPX,2016-08-09,Tue Aug 09 22:27:01,ja,0,0,763139547475697664,Trading CFD 16 $DAX $CAC $IBEX $MIB $SPX Forex $ASX $qqq $DIA $NYSE $LSE  外汇 الفوركس外国為替 https://t.co/HamtXKLSyK https://t.co/uWaTMh4cni
$SPX,2016-08-09,Tue Aug 09 22:18:06,en,0,5,763137305070673921,RT @MktOutperform: Fat Tails and Expecting the Unexpected https://t.co/gEWrFTfzHc #stocks $SPX
$SPX,2016-08-09,Tue Aug 09 22:13:04,und,0,0,763136039535906816,CFD Day Trading Strategy $DAX CAC $IBEX $FSTE $SPX Nikkei $ASX $qqq NYSE $LSE 外汇 الفوركس外国為替https://t.co/IOkPoNP2mL https://t.co/L9zCFibOgI
$SPX,2016-08-09,Tue Aug 09 22:09:02,en,0,4,763135021657960448,RT @MrTopStep: $ES_F $SPX $SPY MOC $40 million to sell
$SPX,2016-08-09,Tue Aug 09 22:08:59,en,0,0,763135008970158081,A Guide to Creating a Successful Algorithmic Trading Strategy: https://t.co/vNc4ucFa3p $SPY $DIA $SPX $VIX $UVXY #algotrading
$SPX,2016-08-09,Tue Aug 09 22:08:39,es,0,1,763134927005253632,"@NoticiasdeAITA Mantengo mi proyección $SPX &amp; $VIX , ya casi 2150/2200 - 10,95/11 . En rango https://t.co/pqNVUaHNz8"
$SPX,2016-08-09,Tue Aug 09 22:08:23,en,0,0,763134859631964160,"High-Yield Bonds vs US Dollar vs Oil vs S&amp;P500 , 10yr-monthly
$HYG $DXY $CL_f $SPX
#bonds #dollar #oil #stocks https://t.co/wVNceAFNWL"
$SPX,2016-08-09,Tue Aug 09 22:08:03,en,0,0,763134777092247553,@Dwyzee ended the US session short $SPX 2182 and long $VIX in long term acct only. Exited ST for a 1r loss
$SPX,2016-08-09,Tue Aug 09 22:07:06,en,0,0,763134535328468992,Elliott Wave Video $SPX $DJIA $RUT Stock Market Indices Technical analysis 35 https://t.co/zYK5DWWTlD https://t.co/zLUXDAZ1rb
$SPX,2016-08-09,Tue Aug 09 22:06:06,en,0,2,763134285943635968,RT @MktOutperform: Chasing Momentum https://t.co/mY53xMXVIi #stocks $SPX
$SPX,2016-08-09,Tue Aug 09 22:01:16,zh,1,0,763133067439538178,Trading Day 15 $DAX $CAC $IBEX $MIB $SPX stocks $ASX $qqq $DJI NYSE $LSE  外汇 الفوركس外国為替 https://t.co/dlP8LjWDRk https://t.co/k0FuBl1JMu
$SPX,2016-08-09,Tue Aug 09 22:00:54,en,1,0,763132976846688256,https://t.co/5Lw6biCSGi API data shows rise in U.S. oil inventories: reports  $SPY $SPX $GLD $FXE
$SPX,2016-08-09,Tue Aug 09 22:00:35,pt,1,0,763132896454533120,Fechamento gráfico diário $SPX #SP500 https://t.co/pIt2FfQBNQ
$SPX,2016-08-09,Tue Aug 09 22:00:04,en,1,0,763132767576219652,"Major world indices:
$SPX: 2182.37
$FTSE: 6836.50
$DAX: 10674.55
$Nikkei: 16676.00
more at https://t.co/pC5YkcFgo8"
$SPX,2016-08-09,Tue Aug 09 21:58:04,en,4,0,763132261860421632,$UVXY Buy Cross &amp; Top Kiss  $VIX (with a #FLASHCRASH Warning) $INDU $ES_F $YM_F $NQ_F $TF_F $SPX $NDX $RUT $IWM https://t.co/mMkeSxOKG2
$SPX,2016-08-09,Tue Aug 09 21:53:53,en,0,0,763131208825991168,How to Day Trade Stocks for Profit by Harvey Walsh: https://t.co/8blKvU48MG $SPY $AAPL $SPX $GOOGL $AMZN $NFLX $TSLA
$SPX,2016-08-09,Tue Aug 09 21:52:42,en,0,4,763130912997462016,RT @Chicagostock: $ES_F Third daily close above 2170 $SPY $SPX https://t.co/UPu1iOrQQP
$SPX,2016-08-09,Tue Aug 09 21:51:33,in,0,0,763130622047059968,Market Diary for 8/9: #NYSE #NASDAQ $SPX $DJIA $INDU https://t.co/13fLeZ2evK
$SPX,2016-08-09,Tue Aug 09 21:51:27,en,0,1,763130599229960193,RT @noalpha_allbeta: $SPX intraday swing 42bips https://t.co/hnmcUoICDr
$SPX,2016-08-09,Tue Aug 09 21:50:25,en,2,1,763130339132903424,TED spreads nearing 50 bps and 2012 highs. The steady rise should begin to worry $SPX traders. https://t.co/uugUybQjBj
$SPX,2016-08-09,Tue Aug 09 21:47:18,en,0,65,763129555246657536,"RT @StockTwits: A CRASH IS COMING

Or not? A must-see chart created by @jboorman: https://t.co/atei7Fftq1

$SPY $SPX https://t.co/exkH7xANVK"
$SPX,2016-08-09,Tue Aug 09 21:45:06,und,0,1,763128999585390592,Volume Analysis Trading CFD $DAX $CAC $FSTE $MIB $SPX $ASX $DJI NYSE $LSE 外汇 الفوركس外国為替 https://t.co/9RohzxCewP https://t.co/7bzS1cqRyC
$SPX,2016-08-09,Tue Aug 09 21:44:51,fi,0,1,763128937539067904,RT @pjcarrillop_: Cierre de Mercado $SPX $NASDAQ $DJIA $FTSE $CAC $DAX $SSEC $NIKKEI $HK $NYSE $VIX https://t.co/5dGm1NoXrB
$SPX,2016-08-09,Tue Aug 09 21:44:51,en,0,1,763128937107120128,"RT @javiersalgadol: This market seems to continue trading higher

$SPX $QQQ https://t.co/FtjyennVd8"
$SPX,2016-08-09,Tue Aug 09 21:44:50,en,0,1,763128934363955200,RT @ElliottForecast: $NKD_F as we saw it at Midday updated today.#elliottwave $SPX $DJIA https://t.co/cr5QyV0qub
$SPX,2016-08-09,Tue Aug 09 21:42:33,en,0,6,763128358909648896,RT @Tradingchannels: Chart of the day is $ES by https://t.co/kmL9EakRI7  $ES_F $SPX https://t.co/PgZe6UIsVl
$SPX,2016-08-09,Tue Aug 09 21:39:04,en,0,0,763127481553608705,#VIX Plunge Near 10 Handle Sends #S&amp;P To Another Record High $SPX https://t.co/UVl5HduxUo
$SPX,2016-08-09,Tue Aug 09 21:37:03,en,0,0,763126975775014912,Elliott Wave Video $SPX $DJIA $RUT CFD Trading Options Spread Betting 34 https://t.co/A4GIjI6hji https://t.co/8vPZophdoQ
$SPX,2016-08-09,Tue Aug 09 21:37:01,en,0,0,763126966106988544,"BofAML clients were net sellers of US stocks for the fifth consecutive week. Net sales of $0.8bn

$SPX $QQQ https://t.co/hy9uY95q3C"
$SPX,2016-08-09,Tue Aug 09 21:36:43,en,0,1,763126888176885760,$DJUSRE $DJIA  Elliott wave cycles awaiting confirmation for another 6-7 year cycle #elliottwave https://t.co/lxXwyKMrXG $SPX $DAX
$SPX,2016-08-09,Tue Aug 09 21:35:58,en,4,6,763126700016304128,Chart of the day is $ES by https://t.co/kmL9EakRI7  $ES_F $SPX https://t.co/PgZe6UIsVl
$SPX,2016-08-09,Tue Aug 09 21:32:47,en,0,2,763125898434478080,RT @RedDogT3: Still looks like a lot of bearishness out there. Most trends look fine. Nice Individual stock movement.  Use $spx 2170ish as…
$SPX,2016-08-09,Tue Aug 09 21:32:19,da,0,0,763125781635530752,Nikkei Short-term Elliott Wave Analysis 8.9.2016 $NKD_F https://t.co/oiGilErt2Q #elliottwave $SPX
$SPX,2016-08-09,Tue Aug 09 21:31:40,en,1,0,763125620331143168,"So KI$$ status for stock index $SPX swings/positions now, faster indicator remains bearish, slower one just shifted from bullish to neutral."
$SPX,2016-08-09,Tue Aug 09 21:30:04,ja,0,0,763125218101620736,Trading CFD 14 $DAX $CAC $IBEX $MIB $SPX Forex $ASX $qqq $DIA $NYSE $LSE  外汇 الفوركس外国為替https://t.co/Hscoyql493 https://t.co/DzVmitxr9R
$SPX,2016-08-09,Tue Aug 09 21:29:25,fi,0,0,763125051067465728,RT @StoxPix2017: #Venus #Hydra $CNY $RMB $CNH #2015shift $REIT #Saturn #Ophiuchus $VIX $VXN $TVIX $VXX #2017shift  $SPX $SPY … https:…
$SPX,2016-08-09,Tue Aug 09 21:29:22,en,1,4,763125040841973761,$ES_F Third daily close above 2170 $SPY $SPX https://t.co/UPu1iOrQQP
$SPX,2016-08-09,Tue Aug 09 21:29:05,en,0,0,763124969316421633,"S&amp;P Sector Performance Summary for 8/9
leader, $XLP laggard, $XLE
$SPX $SPY https://t.co/EJwH6kgOu5"
