company,date,time,language,liked,retweet,id,text
$SPX,2016-12-01,Thu Dec 01 05:39:52,en,22,18,804198307128111105,"November...
$KBE: +20%
$XLF: +14%
$IYT: +12%
$RUT: +11%
$XLI: +9%
$SPX: +3%
$DXY: +3%
$AGG: -3%
$GLD: -8%
$TLT: -8%
$GDX: -15%
$VXX: -18%"
$SPX,2016-12-01,Mon Nov 28 15:19:01,en,61,49,803256892533407750,"S&amp;P 500: 

With 97% of companies reported, operating EPS up 14% YoY. First positive quarter since Q3 2014.

$SPX https://t.co/q8FWsEcK63"
$SPX,2016-12-01,Wed Nov 30 15:41:59,en,16,15,803987447709364225,How The Media Creates A Market Narrative for Every Season: https://t.co/DayliEQARE @michaellebowitz $SPY $SPX $QQQ https://t.co/V11ZRC1nQ7
$SPX,2016-12-01,Thu Dec 01 23:57:01,en,0,0,804474414846935040,Elliott Wave $UKX $CAC40 $UK100 $DAX $SPX day trading #options stocks economy finance 27 https://t.co/mF5yJGZEos https://t.co/yuBrTLQdC6
$SPX,2016-12-01,Thu Dec 01 23:55:45,en,1,0,804474096335650817,#Toronto Dominion Bank $TD #Canada 2nd lender #Earnings Summary via @gotsanctuary Dec 1 2016 $SPY $SPX $USDCAD https://t.co/Kk8y0QnHgc
$SPX,2016-12-01,Thu Dec 01 23:53:53,en,1,0,804473625399021568,"Nasdaq Weakness [12/1/2016]
Free Webinar Tonight Don't Miss Out !
$NDX $QQQ $SPX $SPY $NQ_F $ES_F
https://t.co/cwE71yZw3f"
$SPX,2016-12-01,Thu Dec 01 23:53:25,en,0,11,804473510496239616,RT @seeitmarket: S&amp;P 500 Futures Update: Support Levels Getting Tested - https://t.co/J6rLxY76ID  blog by @AnneMarieTrades $SPY $SPX $ES_F
$SPX,2016-12-01,Thu Dec 01 23:52:03,en,1,0,804473164378079233,"Oil and banks take Dow to new highs, but tech companies dive https://t.co/D02FsH28nf @AP $SPX"
$SPX,2016-12-01,Thu Dec 01 23:51:21,en,1,0,804472987227422720,National Bank of #Canada $NTIOF  $NA  Before Open #Earnings Watch Dec 2 2016 $BIG $FRED $GCO $NA $SPX $SPY $USDCAD https://t.co/zuFvFqenxO
$SPX,2016-12-01,Thu Dec 01 23:51:18,en,1,0,804472977681162240,"Dow closes at record high, Nasdaq slumps on weak technology stocks https://t.co/bvZmE9RWpn $SPX"
$SPX,2016-12-01,Thu Dec 01 23:51:04,en,0,1,804472916645646336,RT @spxindex: Dow Industrials Rise; Bond Selloff Continues https://t.co/rp9A2ziLZ2 $SPX
$SPX,2016-12-01,Thu Dec 01 23:51:01,en,1,0,804472904394166272,Nasdaq sheds more than 1% as tech stocks slide; oil prices extend gains https://t.co/yBqdm0cAc6 $SPX
$SPX,2016-12-01,Thu Dec 01 23:50:50,en,7,1,804472857224970240,It's been months since we have had a normal +200 gap down Dow after such a massive run up. Is it even imaginable anymore? $DJIA $DIA $SPX
$SPX,2016-12-01,Thu Dec 01 23:50:31,en,3,0,804472779135455232,"U.S. Stocks Retreat as Tech Shares Plunge, Banks Add to Gains https://t.co/dCPeSPRVks $SPX"
$SPX,2016-12-01,Thu Dec 01 23:50:27,en,0,1,804472763402612736,RT @CFDs_Education: S&amp;P 500: Weakness continues towards gap fill 2182  $SPY $SPX #ES_F $ES_F https://t.co/19qePaziK9 https://t.co/AnXj6ogjIK
$SPX,2016-12-01,Thu Dec 01 23:50:27,en,0,1,804472760311365632,RT @TCGSignals: S&amp;P 500: Weakness continues towards gap fill 2182  $SPY $SPX #ES_F $ES_F https://t.co/XcVsmPGVu6 https://t.co/42KlXosY2l
$SPX,2016-12-01,Thu Dec 01 23:50:26,en,0,1,804472757354434560,RT @CityBull_Trader: S&amp;P 500: Weakness continues towards gap fill 2182  $SPY $SPX #ES_F $ES_F https://t.co/peF8ujVebA https://t.co/r7Lbc1re…
$SPX,2016-12-01,Thu Dec 01 23:50:25,en,0,2,804472754095394816,RT @TradeAutomation: S&amp;P 500: Weakness continues towards gap fill 2182  $SPY $SPX #ES_F $ES_F https://t.co/1tt8Bfti40 https://t.co/7UfH5kg3…
$SPX,2016-12-01,Thu Dec 01 23:50:14,en,1,0,804472705676410884,Treasuries Slump in Oil-Driven Rout While Banking Stocks Rally https://t.co/13wDV5vEwv $SPX
$SPX,2016-12-01,Thu Dec 01 23:49:57,en,0,0,804472636709466112,GENESCO $GCO  Before Open #Earnings To Watch Dec 2 2016 $BIG $FRED $GCO $NA $SPY $SPX https://t.co/zuFvFqenxO
$SPX,2016-12-01,Thu Dec 01 23:49:41,en,0,0,804472570275893248,"S&amp;P, Nasdaq dragged lower by tech; Dow hits record close https://t.co/F65sir3vPK $SPX"
$SPX,2016-12-01,Thu Dec 01 23:49:22,en,0,0,804472490265313284,"Brent at 16-month high, Treasury yields climb further https://t.co/XrrDLATrhD $SPX"
$SPX,2016-12-01,Thu Dec 01 23:49:17,en,1,2,804472469117661184,S&amp;P 500: Weakness continues towards gap fill 2182  $SPY $SPX #ES_F $ES_F https://t.co/1tt8Bfti40 https://t.co/7UfH5kg318
$SPX,2016-12-01,Thu Dec 01 23:49:14,en,0,1,804472457704960002,S&amp;P 500: Weakness continues towards gap fill 2182  $SPY $SPX #ES_F $ES_F https://t.co/peF8ujVebA https://t.co/r7Lbc1reAm
