company,date,time,language,liked,retweet,id,text
$SPX,2016-09-29,Thu Sep 29 00:15:17,en,9,15,781286187889782784,"Of 267 $SPX companies issuing EPS guidance for the current fiscal year, 138 (52%) have issued negative guidance.… https://t.co/UID3IndM3J"
$SPX,2016-09-29,Wed Sep 28 22:45:19,en,18,27,781263547149975552,Highest number of companies in $SPX Tech sector issuing positive EPS guidance for Q3 2016 since Q1 2012.… https://t.co/oNKBAbrH2X
$SPX,2016-09-29,Wed Sep 28 19:15:57,en,24,32,781210859360100352,"Of 114 $SPX companies issuing EPS guidance for Q3, 80 (70%) have issued negative guidance. https://t.co/J9ylM7sFRb https://t.co/DlYJg23y9N"
$SPX,2016-09-29,Thu Sep 29 23:58:10,en,9,3,781644266791636996,$SPX $SPY super tight https://t.co/gDicMxXS1Z
$SPX,2016-09-29,Thu Sep 29 23:50:31,en,0,11,781642344361852928,RT @FactSet: Highest number of companies in $SPX Tech sector issuing positive sales guidance for Q3 2016 since Q1 2011. https://t.co/J9ylM7…
$SPX,2016-09-29,Thu Sep 29 23:49:32,en,0,12,781642097401159680,"RT @IGSquawk: US equities plunging in the last 30 minutes, #Dow sheds 150 points, healthcare and financials leading the way down $DJIA $SPX…"
$SPX,2016-09-29,Thu Sep 29 23:48:33,en,0,1,781641848536326144,RT @tradewithmojo: $SPX IH&amp;S Right Shoulder can push us sideways into EOD Tuesday 10-4-2016 next week MAX // $ES_F 2140.25 to 2122 KEY http…
$SPX,2016-09-29,Thu Sep 29 23:48:09,en,0,11,781641749261410305,RT @FactSet: Highest number of companies in $SPX Tech sector issuing positive sales guidance for Q3 2016 since Q1 2011. https://t.co/J9ylM7…
$SPX,2016-09-29,Thu Sep 29 23:47:26,en,0,8,781641566460850177,RT @TradersCom: News #DeutscheBank Clients Reduce Collateral on Trades Sees $SPX tumble @Lizardjb3 @CamilleHurn @HeidsterTrades $DB https:/…
$SPX,2016-09-29,Thu Sep 29 23:46:33,en,0,4,781641345387548673,RT @WallStreeTopGun: Perma Bull Trading Alert: Tom Lee is bullish and guides all to buy the dip. #NotNews $SPY $SPX $VIX
$SPX,2016-09-29,Thu Sep 29 23:42:01,und,1,0,781640205358931969,$SPX ST trading range https://t.co/14YTebJIlo
$SPX,2016-09-29,Thu Sep 29 23:39:42,en,0,12,781639621708951552,"RT @IGSquawk: US equities plunging in the last 30 minutes, #Dow sheds 150 points, healthcare and financials leading the way down $DJIA $SPX…"
$SPX,2016-09-29,Thu Sep 29 23:38:42,en,0,4,781639369962713088,RT @WallStreeTopGun: Perma Bull Trading Alert: Tom Lee is bullish and guides all to buy the dip. #NotNews $SPY $SPX $VIX
$SPX,2016-09-29,Thu Sep 29 23:38:13,fr,0,4,781639245823938560,RT @RomainLantourne: Lourde chute des marchés depuis 18h30 sur fond de rumeurs de retraits massifs de cash de la #DeutscheBank #lehmanbroth…
