company,date,time,language,liked,retweet,id,text
$SPX,2016-09-20,Tue Sep 20 23:30:34,en,24,19,778375833715142656,"$AAPL, $GE spent more on buybacks in Q2 than any other $SPX company ($10.9b and $7.6b, respectively).… https://t.co/BzxPGMQUBo"
$SPX,2016-09-20,Mon Sep 19 19:45:18,en,25,27,777956755192025088,$SPX trailing 12 month sales growth has broken positive for first time in a year  (via @FactSet  Market Aggregates): https://t.co/NiyjrE46aF
$SPX,2016-09-20,Mon Sep 12 01:15:17,en,48,54,775140692452581376,"The forward 12-month P/E ratio for $SPX is 17.0, above the 10-year average (14.3). https://t.co/VNtlm0QIb9 https://t.co/Ly6RLPqYjY"
$SPX,2016-09-20,Tue Sep 20 23:59:23,en,1,0,778383085549125632,"$BPSPX :::   70.40  [ unchanged ]
Open-High-Close :: 70.40
                    Low   :  70.00… https://t.co/Un5Dtgq6HO"
$SPX,2016-09-20,Tue Sep 20 23:58:13,en,1,0,778382792119898113,"$VIX : $VXV ::  0.88  ( +0.01 )
         Open:  0.83
         High :   0.89
         Low :   0.82

&gt; 0.91 lights ou… https://t.co/qK2f4KG4Du"
$SPX,2016-09-20,Tue Sep 20 23:57:54,en,2,1,778382710033223680,Video out . Good action . Does anyone care that $spx putting in a long bear flag? Let's talk about it https://t.co/tzn5UzFYgb #ps60
$SPX,2016-09-20,Tue Sep 20 23:56:12,tl,1,0,778382281283145728,"'todos los commodities, quedaron listos para la estocada final a los bears' $DBC $WTIC $DBA $DBB $TNX $SPX up up up"
$SPX,2016-09-20,Tue Sep 20 23:54:39,en,0,4,778381893532196865,RT @SharePlanner: Today's Trading Plan: Losing Volume Again | $SPX $SPY $VIX $CL_F SharePlanner https://t.co/Pw0n7cGpGS
$SPX,2016-09-20,Tue Sep 20 23:54:38,en,0,4,778381886594834432,"RT @SharePlanner: Yesterday... $SPX finished down - 0.4%, today it finished up 0.03% - that is a major rarity"
$SPX,2016-09-20,Tue Sep 20 23:52:18,en,0,1,778381300222877696,"RT @MrMiyagann: $WIX; just keeps running. How many on @CNBC talk about it? Article from June 23rd: https://t.co/RRjik3xSSb

$SPY $SPX $ES $…"
$SPX,2016-09-20,Tue Sep 20 23:50:00,en,0,0,778380721098338304,@TickTockTrades lol.. $BPSPX ?? EVERYONE USES THAT one !! its like $SPX $VIX
$SPX,2016-09-20,Tue Sep 20 23:47:32,en,0,0,778380103013183488,@WWAnalyse lol.. yup -- saw that :: $SPX https://t.co/B6CbPTksOI
$SPX,2016-09-20,Tue Sep 20 23:47:24,en,0,19,778380067881754624,"RT @FactSet: $AAPL, $GE spent more on buybacks in Q2 than any other $SPX company ($10.9b and $7.6b, respectively). https://t.co/SwJDhKvXCZ…"
$SPX,2016-09-20,Tue Sep 20 23:47:00,en,0,0,778379965750390784,$ES_F UNDER DAILY 2132 and Weekly 2161.25 Fair Value is always BEARISH $SPX $SPY https://t.co/4WP6yb27c3
$SPX,2016-09-20,Tue Sep 20 23:44:46,en,0,19,778379406834225152,"RT @FactSet: $AAPL, $GE spent more on buybacks in Q2 than any other $SPX company ($10.9b and $7.6b, respectively). https://t.co/SwJDhKvXCZ…"
$SPX,2016-09-20,Tue Sep 20 23:44:35,en,0,19,778379359493230592,"RT @FactSet: $AAPL, $GE spent more on buybacks in Q2 than any other $SPX company ($10.9b and $7.6b, respectively). https://t.co/SwJDhKvXCZ…"
$SPX,2016-09-20,Tue Sep 20 23:44:14,en,0,19,778379270204878848,"RT @FactSet: $AAPL, $GE spent more on buybacks in Q2 than any other $SPX company ($10.9b and $7.6b, respectively). https://t.co/SwJDhKvXCZ…"
$SPX,2016-09-20,Tue Sep 20 23:42:26,en,1,2,778378819145113600,S&amp;P 500 Poised For Resolution on Fed Day: https://t.co/8kGLPoJ5t0 $ES_F $FED $SPY $SPX
$SPX,2016-09-20,Tue Sep 20 23:41:54,en,0,19,778378685078315008,"RT @FactSet: $AAPL, $GE spent more on buybacks in Q2 than any other $SPX company ($10.9b and $7.6b, respectively). https://t.co/SwJDhKvXCZ…"
$SPX,2016-09-20,Tue Sep 20 23:41:54,en,0,19,778378684075913216,"RT @FactSet: $AAPL, $GE spent more on buybacks in Q2 than any other $SPX company ($10.9b and $7.6b, respectively). https://t.co/SwJDhKvXCZ…"
$SPX,2016-09-20,Tue Sep 20 23:40:02,en,1,0,778378214087548928,"$ES_F see if the upside gets capped off at 2135 handle overnight, as that would equal over to $SPX 2143 and position of 10-day SMA tomorrow."
$SPX,2016-09-20,Tue Sep 20 23:36:48,en,0,19,778377402049114113,"RT @FactSet: $AAPL, $GE spent more on buybacks in Q2 than any other $SPX company ($10.9b and $7.6b, respectively). https://t.co/SwJDhKvXCZ…"
$SPX,2016-09-20,Tue Sep 20 23:36:29,en,0,10,778377319576666112,RT @StockCats: $SPX closed higher than it's open only 2 out of the last 9 days
$SPX,2016-09-20,Tue Sep 20 23:35:43,en,0,26,778377129956405248,RT @ppprophet: Roadmap for $DB  #stocks #stockmarket #trading $spx $dia $dji $vix $tvix $uvxy $vxx $xiv $aapl $c $jpm $gs $fb $amzn https:/…
$SPX,2016-09-20,Tue Sep 20 23:35:01,en,0,2,778376951329333248,RT @davidmoadel: $TLT The central bank fest ramps up tomorrow. Here's what you need to know https://t.co/fdsX28Vaw6 $SPY $DIA $QQQ $IWM $SP…
$SPX,2016-09-20,Tue Sep 20 23:35:00,en,0,19,778376949563469824,"RT @FactSet: $AAPL, $GE spent more on buybacks in Q2 than any other $SPX company ($10.9b and $7.6b, respectively). https://t.co/SwJDhKvXCZ…"
$SPX,2016-09-20,Tue Sep 20 23:33:30,en,0,2,778376568439705600,RT @davidmoadel: $TLT The central bank fest ramps up tomorrow. Here's what you need to know https://t.co/fdsX28Vaw6 $SPY $DIA $QQQ $IWM $SP…
$SPX,2016-09-20,Tue Sep 20 23:33:21,en,0,19,778376531479453696,"RT @FactSet: $AAPL, $GE spent more on buybacks in Q2 than any other $SPX company ($10.9b and $7.6b, respectively). https://t.co/SwJDhKvXCZ…"
$SPX,2016-09-20,Tue Sep 20 23:33:07,en,0,0,778376472415174656,"Recap of today’s #market activity, #news after the close https://t.co/ArBMEFRgD7 $SPX $DJIA $COMPQ $USD #futures #stocks #economy #earnings"
$SPX,2016-09-20,Tue Sep 20 23:31:30,en,1,2,778376065211207681,"We'll know by end of week if we're in correction, have your cash ready $SPY $SPX $DJIA $QQQ $TLT https://t.co/QZUbNtoeny"
$SPX,2016-09-20,Tue Sep 20 23:30:34,en,24,19,778375833715142656,"$AAPL, $GE spent more on buybacks in Q2 than any other $SPX company ($10.9b and $7.6b, respectively).… https://t.co/BzxPGMQUBo"
$SPX,2016-09-20,Tue Sep 20 23:23:53,en,0,1,778374148980633600,"$SPX $ES_F spread was about a perfect 8 points at bell today. The $SPX has closed at 2139 handle last 3 sessions, so eyes on $ES_F 2131"
$SPX,2016-09-20,Tue Sep 20 23:22:04,en,0,1,778373692313202688,RT @kiwitrader24: $VIX $SPX showed positive correlation near the EOD today. Might have just been product of Expiration on the open tomorrow…
$SPX,2016-09-20,Tue Sep 20 23:18:24,en,1,0,778372767947292672,"$SPI sets a flat open, down 9pts, $DJIA up 0.05%, $SPX up 0.03%, $NASDAQ up 0.12%. Report full article here on:… https://t.co/5aW3uIVkvJ"
$SPX,2016-09-20,Tue Sep 20 23:14:34,en,0,2,778371804616232960,RT @Spoocast: Supporting evidence - In the ball park of Oct&amp;Nov low also confirms my analysis of declining volatility into year end 2000-20…
$SPX,2016-09-20,Tue Sep 20 23:14:26,en,0,7,778371771024236544,RT @JohnKicklighter: Keeping tabs on the sectors as the $SPX grows wobbly. Which segment has the most to lose at current standing? https://…
$SPX,2016-09-20,Tue Sep 20 23:12:47,en,0,10,778371355385339904,RT @StockCats: $SPX closed higher than it's open only 2 out of the last 9 days
$SPX,2016-09-20,Tue Sep 20 23:06:44,en,0,0,778369833863905280,"I've been wrong plenty of times, but I see a bear flag ready to break down. $SPX $SPY $UVXY $VIX
We'll see which wa… https://t.co/Mou0El5TqM"
$SPX,2016-09-20,Tue Sep 20 23:05:44,en,1,0,778369582671073280,"Some great ideas this week 
https://t.co/pGPyP7aGyR… …
$SPX $S $TCK $EXAS $CBB $HCLP $GBT $CYS $FOLD $HALO"
$SPX,2016-09-20,Tue Sep 20 23:04:32,en,3,1,778369278760353792,"@kyledamaestro When positively correlates, up with $SPX=people buying puts in rally. When goes down with $SPX = dumping puts into selling."
