company,date,time,language,liked,retweet,id,text
$SPX,2016-11-09,Wed Nov 09 08:14:45,en,85,76,796264753974939648,S&amp;P futures up 70 points from the lows. Life goes on. $SPX https://t.co/PZ9noOb9QY
$SPX,2016-11-09,Wed Nov 09 04:45:25,en,91,143,796212071985807361,"S&amp;P 500: over 22,000 trading days since 1928. If futures hold (-4.9%), tomorrow would be in the top 100 largest dec… https://t.co/r3suRblM3e"
$SPX,2016-11-09,Wed Nov 09 14:33:55,en,18,19,796360173531099137,"S&amp;P futures flat, up over 100 points from their overnight lows. 

Ob la di ob la da life goes on
La la how the life… https://t.co/tX8FMHENfw"
$SPX,2016-11-09,Wed Nov 09 23:58:57,ko,1,0,796502369974398976,[번] SPX 롱텀 트렌드 깨짐 - 단지 트렌드 리테스트일 뿐 $SPX https://t.co/rpKQ2avaUS
$SPX,2016-11-09,Wed Nov 09 23:58:13,en,1,1,796502182279385089,Guess @CNN has to kill next 2 yrs with hurricane coverage and 'The 70s' docs until next campaign starts #ElectionNight $SPY $SPX
$SPX,2016-11-09,Wed Nov 09 23:57:51,en,0,5,796502089191084032,"RT @z8angela: Despite the crazy swing overnight by surprising Trump victory, $SPX bounced sharply above its SMA 50-day. Life will go on! #T…"
$SPX,2016-11-09,Wed Nov 09 23:53:47,en,0,5,796501068029054976,"RT @z8angela: Despite the crazy swing overnight by surprising Trump victory, $SPX bounced sharply above its SMA 50-day. Life will go on! #T…"
$SPX,2016-11-09,Wed Nov 09 23:53:37,en,0,6,796501023862980608,RT @ZenTrends: $SPX weekly bull flag seeing initial breakout. If it holds through Friday the implication is very bullish https://t.co/yTXkH…
$SPX,2016-11-09,Wed Nov 09 23:52:28,en,0,1,796500736075005952,"RT @FsStocks: Major world indices:
$SPX: 2162.88
$FTSE: 6928.00
$DAX: 10659.55
$Nikkei: 17210.50
more at https://t.co/pC5YkcFgo8"
$SPX,2016-11-09,Wed Nov 09 23:51:50,en,14,5,796500577756872709,"Despite the crazy swing overnight by surprising Trump victory, $SPX bounced sharply above its SMA 50-day. Life will… https://t.co/k4FniGWIns"
$SPX,2016-11-09,Wed Nov 09 23:49:51,en,0,0,796500078781415424,$SPX $SPY This simple setup (recently posted) confirming quite nicely indeed. https://t.co/VklfyZl8TE
$SPX,2016-11-09,Wed Nov 09 23:46:34,en,0,2,796499249651478528,RT @allstarcharts: NEW POST: What Does J.P. Morgan Testing All-Time Highs Mean For US Stocks https://t.co/9UlU8T76WB $JPM $SPX $SPY
$SPX,2016-11-09,Wed Nov 09 23:43:58,en,0,6,796498597927931904,RT @Pivotal_Pivots: $SPX is testing the Yr1 &amp; Wr3 pivots today. Good spot to take profits off! https://t.co/aZRfhKA7EZ
$SPX,2016-11-09,Wed Nov 09 23:40:43,en,0,0,796497781259202560,$SPX Do you need more convincing? https://t.co/YlTvJIlA4h
$SPX,2016-11-09,Wed Nov 09 23:39:08,en,0,0,796497381068046337,Surprise! $SPX https://t.co/jXIN8RpI0r
$SPX,2016-11-09,Wed Nov 09 23:38:38,en,1,0,796497256266563584,Now targeting an early to mid Jan 18 h1gh #bull $SPX #SPX
$SPX,2016-11-09,Wed Nov 09 23:37:04,en,0,18,796496861901168640,RT @ppprophet: #CALIFORNIA INDEPENDENCE The 2019 #Calexit Independence Referendum https://t.co/fDEtSUpVrY  #STOCKMARKET $VIX $TVIX $AAPL $S…
